area sembrada,area cosechada,produccion,cultivo,PERIODO,rendimiento,municipio,prediccion
50,49,31,FRIJOL,2007B,0.63,SAN PABLO DE BORBUR,0.673
36,36,23,FRIJOL,2007B,0.64,SOATA,0.618541667
34,33,35,FRIJOL,2007B,1.05,TINJACA,1.1375
26,26,27,FRIJOL,2007B,1.05,BUENAVISTA,1.049166667
20,20,13,FRIJOL,2007B,0.63,RAMIRIQUI,0.65
8,8,6,FRIJOL,2007B,0.7,TUNUNGUA,0.7925
4,4,6,FRIJOL,2007B,1.5,VILLA DE LEYVA,1.5
3,3,5,FRIJOL,2007B,1.83,PAIPA,1.5
80,75,56,FRIJOL,2008A,0.75,EL ESPINO,0.8
75,70,94,FRIJOL,2008A,1.34,SAN LUIS DE GACENO,1.54
60,60,80,FRIJOL,2008A,1.33,BOYACA,1.3825
40,40,40,FRIJOL,2008A,1,SATIVANORTE,1.031666667
28,28,20,FRIJOL,2008A,0.71,GAMEZA,0.7
26,26,27,FRIJOL,2008A,1.05,BUENAVISTA,1.049166667
10,10,13,FRIJOL,2008A,1.33,SANTA ROSA DE VITERBO,1.4
7,7,11,FRIJOL,2008A,1.5,TUTA,1.50575
5,5,9,FRIJOL,2008A,1.8,VILLA DE LEYVA,1.796428571
1,1,1,FRIJOL,2008A,1.1,SACHICA,1.091666667
200,200,80,FRIJOL,2008B,0.4,COVARACHIA,0.411428571
120,120,100,FRIJOL,2008B,0.83,CHIQUINQUIRA,1.065
90,70,55,FRIJOL,2008B,0.79,CHISCAS,0.8
80,80,128,FRIJOL,2008B,1.6,ZETAQUIRA,1.529166667
46,44,79,FRIJOL,2008B,1.8,SUTATENZA,1.90375
33,33,35,FRIJOL,2008B,1.05,BUENAVISTA,1.1375
32,28,26,FRIJOL,2008B,0.93,TASCO,0.95
28,28,40,FRIJOL,2008B,1.43,ALMEIDA,1.395833333
24,23,23,FRIJOL,2008B,1,PAEZ,1.048
10,10,12,FRIJOL,2008B,1.2,SOTAQUIRA,1.2
5,5,6,FRIJOL,2008B,1.2,CAMPOHERMOSO,1.2
5,5,8,FRIJOL,2008B,1.6,SOGAMOSO,1.5
91,87,78,FRIJOL,2009A,0.9,MONIQUIRA,0.922222222
80,80,80,FRIJOL,2009A,1,CHIQUINQUIRA,1
74,70,36,FRIJOL,2009A,0.51,SUSACON,0.524125
70,70,35,FRIJOL,2009A,0.5,SAN JOSE DE PARE,0.524125
60,60,63,FRIJOL,2009A,1.05,VIRACACHA,1.03125
35,31,23,FRIJOL,2009A,0.75,SOATA,0.7525
30,30,21,FRIJOL,2009A,0.7,PESCA,0.7
27,26,27,FRIJOL,2009A,1.02,PAEZ,1.031666667
20,20,24,FRIJOL,2009A,1.2,BOYACA,1.198
15,13,23,FRIJOL,2009A,1.8,CHIQUIZA,1.675
10,10,5,FRIJOL,2009A,0.5,EL ESPINO,0.5
10,10,5,FRIJOL,2009A,0.5,TOCA,0.5
5,5,4,FRIJOL,2009A,0.7,CUITIVA,0.8
5,5,10,FRIJOL,2009A,2,GARAGOA,2
4,3,2,FRIJOL,2009A,0.7,SAN EDUARDO,0.71
3,3,5,FRIJOL,2009A,1.8,PAIPA,1.5
250,20,8,FRIJOL,2009B,0.4,COVARACHIA,0.40325
120,120,120,FRIJOL,2009B,1,CHIQUINQUIRA,1.347857143
80,80,32,FRIJOL,2009B,0.4,SAN MATEO,0.378333333
40,37,41,FRIJOL,2009B,1.1,MIRAFLORES,1.079166667
30,30,32,FRIJOL,2009B,1.05,VIRACACHA,1.058333333
20,20,32,FRIJOL,2009B,1.6,JENESANO,1.6
15,15,8,FRIJOL,2009B,0.5,OTANCHE,0.53
10,10,10,FRIJOL,2009B,1,CALDAS,1
6,6,4,FRIJOL,2009B,0.6,EL ESPINO,0.6
5,5,5,FRIJOL,2009B,1,CAMPOHERMOSO,1
5,5,8,FRIJOL,2009B,1.6,SOGAMOSO,1.5
100,100,40,FRIJOL,2010A,0.4,SAN MATEO,0.4
74,70,35,FRIJOL,2010A,0.5,SUSACON,0.524125
70,70,49,FRIJOL,2010A,0.7,FIRAVITOBA,0.74875
55,45,36,FRIJOL,2010A,0.8,PAYA,0.773
40,35,25,FRIJOL,2010A,0.7,PISBA,0.701875
35,32,28,FRIJOL,2010A,0.9,CHITA,0.837
30,28,37,FRIJOL,2010A,1.33,SOCHA,1.380833333
20,16,10,FRIJOL,2010A,0.6,BERBEO,0.606
15,7,7,FRIJOL,2010A,0.97,BRICENO,0.9945
14,13,6,FRIJOL,2010A,0.49,OTANCHE,0.449166667
12,12,16,FRIJOL,2010A,1.3,LA UVITA,1.27
4,4,8,FRIJOL,2010A,1.9,PAIPA,2.083333333
135,135,90,FRIJOL,2010B,0.67,PANQUEBA,0.859166667
90,86,95,FRIJOL,2010B,1.1,MONIQUIRA,1.017142857
50,40,20,FRIJOL,2010B,0.5,TIPACOQUE,0.510833333
50,49,59,FRIJOL,2010B,1.2,TURMEQUE,1.166666667
48,45,77,FRIJOL,2010B,1.7,ALMEIDA,1.8
25,25,50,FRIJOL,2010B,2,GARAGOA,2
20,20,20,FRIJOL,2010B,1,BOAVITA,1
20,20,14,FRIJOL,2010B,0.7,CUITIVA,0.7
20,17,26,FRIJOL,2010B,1.5,SABOYA,1.574285714
10,10,7,FRIJOL,2010B,0.7,SATIVANORTE,0.7
3,3,2,FRIJOL,2010B,0.8,CORRALES,0.647666667
2,2,3,FRIJOL,2010B,1.5,SUTAMARCHAN,1.5
1,1,1,FRIJOL,2010B,1,CHIVOR,1.091666667
1,1,2,FRIJOL,2010B,1.5,PAJARITO,1.577777778
61,61,67,FRIJOL,2011A,1.1,VIRACACHA,1.06225
51,51,26,FRIJOL,2011A,0.5,SAN PABLO DE BORBUR,0.55
20,20,33,FRIJOL,2011A,1.6,JENESANO,1.665625
18,14,8,FRIJOL,2011A,0.6,BERBEO,0.58
14,13,6,FRIJOL,2011A,0.5,OTANCHE,0.449166667
10,9,12,FRIJOL,2011A,1.33,LA UVITA,1.313333333
3,2,3,FRIJOL,2011A,1.5,SOGAMOSO,1.5
1,1,1,FRIJOL,2011A,0.83,CORRALES,0.7
1,1,1,FRIJOL,2011A,1.5,VILLA DE LEYVA,0.7
205,205,205,FRIJOL,2011B,1,ZETAQUIRA,1.008333333
70,70,126,FRIJOL,2011B,1.8,NUEVO COLON,1.844047619
60,40,12,FRIJOL,2011B,0.3,BOAVITA,0.305
50,50,85,FRIJOL,2011B,1.7,GUATEQUE,1.579107143
40,40,30,FRIJOL,2011B,0.74,SAN JOSE DE PARE,0.734
24,23,30,FRIJOL,2011B,1.33,CHINAVITA,1.2475
5,5,6,FRIJOL,2011B,1.2,EL ESPINO,1.2
5,4,1,FRIJOL,2011B,0.3,TUNUNGUA,0.313888889
3,3,2,FRIJOL,2011B,0.8,CORRALES,0.647666667
2,2,1,FRIJOL,2011B,0.3,SOCOTA,0.570285714
150,150,45,FRIJOL,2012A,0.3,SAN PABLO DE BORBUR,0.3
125,104,58,FRIJOL,2012A,0.56,SUSACON,0.529
100,100,40,FRIJOL,2012A,0.4,FLORESTA,0.4
100,99,99,FRIJOL,2012A,1,MONIQUIRA,1
73,62,47,FRIJOL,2012A,0.76,RONDON,0.74875
50,50,21,FRIJOL,2012A,0.42,GUICAN,0.3975
39,39,51,FRIJOL,2012A,1.3,GAMEZA,1.3
23,23,14,FRIJOL,2012A,0.6,SOATA,0.6
18,12,13,FRIJOL,2012A,1.05,TINJACA,1.140416667
17,17,26,FRIJOL,2012A,1.5,CAMPOHERMOSO,1.574285714
17,15,27,FRIJOL,2012A,1.8,RAMIRIQUI,1.8
15,15,30,FRIJOL,2012A,2,TIBASOSA,1.995
6,6,2,FRIJOL,2012A,0.3,SATIVANORTE,0.379166667
6,5,2,FRIJOL,2012A,0.3,TUNUNGUA,0.379166667
5,5,9,FRIJOL,2012A,1.8,GARAGOA,1.796428571
4,4,8,FRIJOL,2012A,2.3,GUATEQUE,2.083333333
4,4,2,FRIJOL,2012A,0.5,VILLA DE LEYVA,0.50375
2,2,3,FRIJOL,2012A,1.5,SOGAMOSO,1.8375
200,198,208,FRIJOL,2012B,1.05,LA CAPILLA,1.008333333
40,30,24,FRIJOL,2012B,0.8,CHIQUINQUIRA,0.815
40,40,103,FRIJOL,2012B,2.6,GUATEQUE,2.005178571
30,20,6,FRIJOL,2012B,0.3,BOAVITA,0.349166667
27,27,32,FRIJOL,2012B,1.2,RONDON,1.071666667
25,10,5,FRIJOL,2012B,0.45,BUENAVISTA,0.505
20,20,40,FRIJOL,2012B,2,JENESANO,1.8
20,20,20,FRIJOL,2012B,1.02,PAEZ,1
20,20,14,FRIJOL,2012B,0.7,TINJACA,0.7
18,12,10,FRIJOL,2012B,0.8,TIPACOQUE,0.80375
8,8,11,FRIJOL,2012B,1.4,SANTA ROSA DE VITERBO,1.39125
7,6,11,FRIJOL,2012B,1.7,PAIPA,1.607
6,5,3,FRIJOL,2012B,0.53,SUTAMARCHAN,0.595178571
250,250,100,FRIJOL,2013A,0.4,BOAVITA,0.371785714
105,101,101,FRIJOL,2013A,1,MONIQUIRA,1
80,80,64,FRIJOL,2013A,0.8,SAN MATEO,0.82
55,25,11,FRIJOL,2013A,0.42,SOCHA,0.215
36,36,36,FRIJOL,2013A,1,BUENAVISTA,1
20,20,11,FRIJOL,2013A,0.53,CAMPOHERMOSO,0.52
20,19,38,FRIJOL,2013A,2,MIRAFLORES,1.99
20,20,14,FRIJOL,2013A,0.7,RAMIRIQUI,0.7
20,18,18,FRIJOL,2013A,1,TURMEQUE,1
17,16,15,FRIJOL,2013A,0.95,BRICENO,1.02
15,15,9,FRIJOL,2013A,0.6,SATIVANORTE,0.59875
10,9,5,FRIJOL,2013A,0.6,MUZO,0.5
8,8,6,FRIJOL,2013A,0.8,GARAGOA,0.7925
8,8,11,FRIJOL,2013A,1.4,TOGUI,1.39125
6,6,14,FRIJOL,2013A,2.3,GUATEQUE,2.2625
5,5,3,FRIJOL,2013A,0.63,VIRACACHA,0.55875
3,3,4,FRIJOL,2013A,1.3,JERICO,1.37575
3,3,6,FRIJOL,2013A,2,MACANAL,1.989090909
1,1,2,FRIJOL,2013A,1.5,SOGAMOSO,1.577777778
80,75,113,FRIJOL,2013B,1.5,TENZA,1.386666667
76,74,148,FRIJOL,2013B,2,SUTATENZA,1.825333333
32,29,30,FRIJOL,2013B,1.05,COPER,1.02
30,30,18,FRIJOL,2013B,0.6,CIENEGA,0.7
30,26,12,FRIJOL,2013B,0.45,NUEVO COLON,0.456
29,7,10,FRIJOL,2013B,1.53,ZETAQUIRA,1.541
25,24,35,FRIJOL,2013B,1.5,GUAYATA,1.42452381
25,2,2,FRIJOL,2013B,0.9,PACHAVITA,0.85
19,8,5,FRIJOL,2013B,0.6,MUZO,0.602727273
15,15,26,FRIJOL,2013B,1.75,TIBASOSA,1.835
10,9,14,FRIJOL,2013B,1.5,CHISCAS,1.47
7,7,4,FRIJOL,2013B,0.6,PAIPA,0.6
2,2,3,FRIJOL,2013B,1.5,SOGAMOSO,1.5
180,180,72,FRIJOL,2014A,0.4,COVARACHIA,0.3
85,85,128,FRIJOL,2014A,1.5,SOCOTA,1.5
55,55,44,FRIJOL,2014A,0.8,SOCHA,0.801666667
40,39,61,FRIJOL,2014A,1.56,TIBANA,1.59875
30,27,27,FRIJOL,2014A,1,MIRAFLORES,0.95
25,25,13,FRIJOL,2014A,0.5,CAMPOHERMOSO,0.5
25,25,25,FRIJOL,2014A,1,GUICAN,0.991666667
25,25,33,FRIJOL,2014A,1.32,RONDON,1.42452381
15,15,15,FRIJOL,2014A,1.02,PAEZ,1.01
15,13,10,FRIJOL,2014A,0.8,PAYA,0.8
15,11,7,FRIJOL,2014A,0.66,SOMONDOCO,0.64
10,10,10,FRIJOL,2014A,1,CHIVOR,1
10,10,6,FRIJOL,2014A,0.6,SATIVASUR,0.6
9,9,10,FRIJOL,2014A,1.1,SUTAMARCHAN,1.20125
8,5,5,FRIJOL,2014A,1,ARCABUCO,1.043
4,4,3,FRIJOL,2014A,0.8,CALDAS,0.75
4,3,3,FRIJOL,2014A,1,LABRANZAGRANDE,0.99
4,3,2,FRIJOL,2014A,0.62,SANTA ROSA DE VITERBO,0.62375
3,3,4,FRIJOL,2014A,1.3,JERICO,1.37575
100,95,95,FRIJOL,2014B,1,MONIQUIRA,1
50,49,88,FRIJOL,2014B,1.8,GUATEQUE,1.702857143
25,25,21,FRIJOL,2014B,0.85,JENESANO,0.847083333
9,9,12,FRIJOL,2014B,1.3,GAMEZA,1.313333333
4,4,3,FRIJOL,2014B,0.7,BELEN,0.85625
4,3,4,FRIJOL,2014B,1.3,TOGUI,1.415
3,3,4,FRIJOL,2014B,1.3,PAIPA,1.37575
1,1,1,FRIJOL,2014B,0.97,VILLA DE LEYVA,0.76375
90,80,80,FRIJOL,2015A,1,RAQUIRA,1
75,40,16,FRIJOL,2015A,0.4,FLORESTA,0.215
65,20,16,FRIJOL,2015A,0.8,BUSBANZA,0.8
60,60,48,FRIJOL,2015A,0.8,SAN MATEO,0.801666667
58,51,41,FRIJOL,2015A,0.8,GUACAMAYAS,0.75625
25,20,30,FRIJOL,2015A,1.5,GAMEZA,1.486
11,11,16,FRIJOL,2015A,1.5,UMBITA,1.4
10,9,9,FRIJOL,2015A,1,MIRAFLORES,1.0125
10,10,17,FRIJOL,2015A,1.7,SOTAQUIRA,1.7
5,5,2,FRIJOL,2015A,0.45,TUNUNGUA,0.328333333
2,2,3,FRIJOL,2015A,1.7,OTANCHE,1.5
2,2,2,FRIJOL,2015A,0.9,PACHAVITA,0.935
280,280,84,FRIJOL,2015B,0.3,SABOYA,0.3125
120,100,30,FRIJOL,2015B,0.3,COVARACHIA,0.378333333
50,49,88,FRIJOL,2015B,1.8,GUATEQUE,1.702857143
40,39,59,FRIJOL,2015B,1.5,SAN EDUARDO,1.59875
25,24,25,FRIJOL,2015B,1.05,GUAYATA,1
20,10,3,FRIJOL,2015B,0.3,BOAVITA,0.3125
20,20,24,FRIJOL,2015B,1.2,LA UVITA,1.198
10,7,5,FRIJOL,2015B,0.68,SOMONDOCO,0.701
7,7,10,FRIJOL,2015B,1.49,NOBSA,1.44875
5,5,5,FRIJOL,2015B,1,ARCABUCO,0.9
5,4,2,FRIJOL,2015B,0.5,SATIVANORTE,0.4
5,5,8,FRIJOL,2015B,1.5,TUTA,1.5
5,5,8,FRIJOL,2015B,1.5,VIRACACHA,1.5
4,3,4,FRIJOL,2015B,1.3,TOGUI,1.415
2,2,3,FRIJOL,2015B,1.5,SOGAMOSO,1.592857143
1,1,2,FRIJOL,2015B,2,LA VICTORIA,1.577777778
90,90,72,FRIJOL,2016A,0.8,CHIQUINQUIRA,0.822222222
50,45,36,FRIJOL,2016A,0.8,GUACAMAYAS,0.773
30,30,36,FRIJOL,2016A,1.2,CHISCAS,1.1875
30,20,8,FRIJOL,2016A,0.4,FLORESTA,0.40325
30,25,30,FRIJOL,2016A,1.2,MIRAFLORES,1.199444444
22,22,11,FRIJOL,2016A,0.5,GUICAN,0.52
21,17,26,FRIJOL,2016A,1.5,NOBSA,1.574285714
12,12,20,FRIJOL,2016A,1.7,SOTAQUIRA,1.680416667
11,10,14,FRIJOL,2016A,1.4,PAIPA,1.4
10,10,15,FRIJOL,2016A,1.5,TIBANA,1.5
10,8,16,FRIJOL,2016A,2,TUNUNGUA,1.88
8,8,8,FRIJOL,2016A,1,CHIVOR,1.025
5,5,9,FRIJOL,2016A,1.8,TASCO,1.796428571
3,3,6,FRIJOL,2016A,1.75,VILLA DE LEYVA,1.999090909
2,2,3,FRIJOL,2016A,1.7,OTANCHE,1.5
1,1,2,FRIJOL,2016A,2,CUCAITA,1.577777778
45,41,81,FRIJOL,2016B,1.97,SAN EDUARDO,1.90375
21,19,24,FRIJOL,2016B,1.27,GUATEQUE,1.28925
20,17,26,FRIJOL,2016B,1.5,NOBSA,1.574285714
20,15,15,FRIJOL,2016B,1,TURMEQUE,1.01
16,14,4,FRIJOL,2016B,0.3,SATIVANORTE,0.336666667
15,15,15,FRIJOL,2016B,1.02,PAEZ,1.02
15,12,18,FRIJOL,2016B,1.5,SOATA,1.510714286
14,12,10,FRIJOL,2016B,0.8,BRICENO,0.80375
12,12,18,FRIJOL,2016B,1.5,BUENAVISTA,1.510714286
12,12,24,FRIJOL,2016B,2,SOTAQUIRA,2.033333333
10,10,10,FRIJOL,2016B,1,SAN JOSE DE PARE,1
8,6,4,FRIJOL,2016B,0.6,QUIPAMA,0.6
7,6,6,FRIJOL,2016B,1,JERICO,1.024
2,2,2,FRIJOL,2016B,1,CORRALES,1.055
90,90,72,FRIJOL,2017A,0.8,CHIQUINQUIRA,0.822222222
40,35,28,FRIJOL,2017A,0.8,CALDAS,0.817
32,28,11,FRIJOL,2017A,0.4,FLORESTA,0.421
25,23,32,FRIJOL,2017A,1.4,GAMEZA,1.301111111
22,20,21,FRIJOL,2017A,1.05,LABRANZAGRANDE,1.05
20,20,8,FRIJOL,2017A,0.4,CHITA,0.482
20,20,25,FRIJOL,2017A,1.25,TIBANA,1.245
18,16,17,FRIJOL,2017A,1.05,NOBSA,1.0625
16,14,11,FRIJOL,2017A,0.8,BRICENO,0.7
15,15,15,FRIJOL,2017A,1.02,PAEZ,1.02
10,8,6,FRIJOL,2017A,0.8,TUNUNGUA,0.745
9,9,9,FRIJOL,2017A,1,CHIVOR,1
5,5,5,FRIJOL,2017A,1,ARCABUCO,1
5,5,4,FRIJOL,2017A,0.8,SOMONDOCO,0.8
4,4,6,FRIJOL,2017A,1.4,VILLA DE LEYVA,1.5
230,227,269,FRIJOL,2017B,1.18,GARAGOA,1.245
110,108,113,FRIJOL,2017B,1.05,ZETAQUIRA,1.066666667
45,43,43,FRIJOL,2017B,1,COPER,1
40,32,32,FRIJOL,2017B,1,CALDAS,1
40,40,40,FRIJOL,2017B,1,CAMPOHERMOSO,1.031666667
30,30,31,FRIJOL,2017B,1.05,NUEVO COLON,1.033333333
20,19,20,FRIJOL,2017B,1.05,SOATA,1.053
16,16,13,FRIJOL,2017B,0.8,BRICENO,0.81125
15,15,8,FRIJOL,2017B,0.5,EL ESPINO,0.53
14,13,14,FRIJOL,2017B,1.05,SOMONDOCO,1.05
13,11,14,FRIJOL,2017B,1.26,SOTAQUIRA,1.236666667
12,12,6,FRIJOL,2017B,0.5,SATIVANORTE,0.47
10,10,10,FRIJOL,2017B,1.05,FIRAVITOBA,1
9,9,9,FRIJOL,2017B,1,CHIVOR,1
8,8,8,FRIJOL,2017B,1.05,SOGAMOSO,1.05
8,7,10,FRIJOL,2017B,1.47,CUCAITA,1.541
3,3,4,FRIJOL,2017B,1.4,VILLA DE LEYVA,1.29875
2,2,3,FRIJOL,2017B,1.54,SATIVASUR,1.4
2,2,3,FRIJOL,2017B,1.4,SUTAMARCHAN,1.4
180,180,90,FRIJOL,2018A,0.5,COVARACHIA,0.515595238
110,110,110,FRIJOL,2018A,1,MONIQUIRA,1.066666667
90,90,72,FRIJOL,2018A,0.8,CHIQUINQUIRA,0.822222222
60,60,84,FRIJOL,2018A,1.4,JENESANO,1.3825
41,41,58,FRIJOL,2018A,1.42,SAN EDUARDO,1.4
30,30,42,FRIJOL,2018A,1.4,SUTATENZA,1.4
20,20,20,FRIJOL,2018A,1,CHIQUIZA,1
15,15,19,FRIJOL,2018A,1.26,SOTAQUIRA,1.286
11,11,8,FRIJOL,2018A,0.76,PAZ DE RIO,0.758
10,10,6,FRIJOL,2018A,0.6,QUIPAMA,0.6
9,9,6,FRIJOL,2018A,0.7,SUSACON,0.6725
8,8,8,FRIJOL,2018A,1.05,MUZO,1.025
3,3,4,FRIJOL,2018A,1.22,TUTA,1.37575
50,50,52,FRIJOL,2018A,1.05,FIRAVITOBA,1.074583333
15,15,23,FRIJOL,2015B,1.5,MIRAFLORES,1.551666667
1200,1050,18000,PAPA,2006B,17.14,UMBITA,21.34
550,520,8840,PAPA,2006B,17,BELEN,17.145
270,170,3565,PAPA,2006B,20.97,CIENEGA,18.75
250,250,2850,PAPA,2006B,11.4,CALDAS,12.54738095
250,250,3500,PAPA,2006B,14,EL COCUY,14.08333333
250,240,3840,PAPA,2006B,16,SUSACON,17.00166667
120,120,2160,PAPA,2006B,18,CHISCAS,17.265
120,110,1320,PAPA,2006B,12,PAIPA,12
100,80,800,PAPA,2006B,10,JERICO,8.921428571
90,90,1080,PAPA,2006B,12,VILLA DE LEYVA,12.29166667
80,80,1200,PAPA,2006B,15,SUTAMARCHAN,15
60,58,812,PAPA,2006B,14,SANTA ROSA DE VITERBO,15.5475
20,18,468,PAPA,2006B,26,PACHAVITA,24.137
15,14,98,PAPA,2006B,7,CHINAVITA,7.451666667
1000,1000,30000,PAPA,2007A,30,SORACA,30.69722222
950,900,13500,PAPA,2007A,15,TOCA,15.25
630,580,9300,PAPA,2007A,16.03,TOTA,15.55357143
500,400,8000,PAPA,2007A,20,MOTAVITA,22.53333333
400,200,3000,PAPA,2007A,15,MONGUI,11.6
400,330,6400,PAPA,2007A,19.39,PESCA,18.7615
320,240,7200,PAPA,2007A,30,AQUITANIA,30
300,280,4200,PAPA,2007A,15,TASCO,14.75166667
274,250,3600,PAPA,2007A,14.4,VIRACACHA,13.75
180,180,3250,PAPA,2007A,18.06,UMBITA,18.45428571
90,85,1530,PAPA,2007A,18,SATIVANORTE,17.75
80,80,1200,PAPA,2007A,15,SUTAMARCHAN,15
75,75,750,PAPA,2007A,10,RAQUIRA,11
70,70,910,PAPA,2007A,13,JERICO,12
65,65,650,PAPA,2007A,10,FLORESTA,10.2075
20,18,220,PAPA,2007A,12.22,PAZ DE RIO,11.47571429
7,5,35,PAPA,2007A,7,CORRALES,7.017777778
3,3,18,PAPA,2007A,6,RONDON,6.083333333
2,2,20,PAPA,2007A,10,TIPACOQUE,8.5375
2300,1700,25500,PAPA,2007B,15,VENTAQUEMADA,13.435
600,600,9000,PAPA,2007B,15,TOTA,15.55357143
350,350,5550,PAPA,2007B,15.86,PESCA,15
334,334,4008,PAPA,2007B,12,OICATA,15.08
330,330,6270,PAPA,2007B,19,CALDAS,16
300,300,5400,PAPA,2007B,18,BELEN,17.896
170,170,1360,PAPA,2007B,8,CHIQUINQUIRA,9
120,120,2400,PAPA,2007B,20,CHISCAS,19.165
100,100,1800,PAPA,2007B,18,CHITA,18.2225
70,70,700,PAPA,2007B,10,SANTA SOFIA,10
30,30,360,PAPA,2007B,12,GACHANTIVA,11.79708333
10,10,110,PAPA,2007B,11,GARAGOA,11.5
8,8,84,PAPA,2007B,10.5,SAN MIGUEL DE SEMA,12.04
2000,2000,32000,PAPA,2008A,16,VENTAQUEMADA,20
1300,1250,25000,PAPA,2008A,20,CHIQUIZA,19.42375
1200,1200,18000,PAPA,2008A,15,TOTA,15.225
1112,1112,23264,PAPA,2008A,20.92,MOTAVITA,19.42375
750,750,9375,PAPA,2008A,12.5,SOGAMOSO,12.187
325,325,4920,PAPA,2008A,15.14,SOTAQUIRA,15.95
320,320,4800,PAPA,2008A,15,GAMEZA,14.79666667
300,280,8000,PAPA,2008A,28.57,AQUITANIA,30
220,220,5500,PAPA,2008A,25,ARCABUCO,25
200,200,2000,PAPA,2008A,10,SORA,10.016
150,150,2250,PAPA,2008A,15,BOYACA,14.79642857
68,62,620,PAPA,2008A,10,FLORESTA,10
60,60,800,PAPA,2008A,13.33,TIBASOSA,14.07071429
50,50,700,PAPA,2008A,14,JENESANO,13.479
50,47,658,PAPA,2008A,14,SANTA ROSA DE VITERBO,12.979
25,25,72,PAPA,2008A,2.88,TINJACA,3.595
24,24,230,PAPA,2008A,9.58,GUACAMAYAS,9.5
17,17,347,PAPA,2008A,20.41,IZA,19.33333333
15,15,165,PAPA,2008A,11,GARAGOA,10.89611111
8,8,160,PAPA,2008A,20,PACHAVITA,21.58333333
7,7,62,PAPA,2008A,8.86,SAN MIGUEL DE SEMA,9
1800,1800,27000,PAPA,2008B,15,VENTAQUEMADA,14.75071429
700,650,7800,PAPA,2008B,12,CHIQUIZA,11.55842857
320,320,6760,PAPA,2008B,21.13,MOTAVITA,19.914
300,300,3600,PAPA,2008B,12,OICATA,11.5625
180,180,2700,PAPA,2008B,15,TURMEQUE,15
112,110,1100,PAPA,2008B,10,SOCHA,10.955
90,90,990,PAPA,2008B,11,PAIPA,10.5
60,60,600,PAPA,2008B,10,TUTA,9.9175
20,20,300,PAPA,2008B,15,BUENAVISTA,15
18,18,270,PAPA,2008B,15,SANTA SOFIA,13.12
6,6,60,PAPA,2008B,10,PISBA,11
5,5,50,PAPA,2008B,10,JERICO,10
3500,3500,75000,PAPA,2009A,21.43,SAMACA,25.098125
265,265,7100,PAPA,2009A,26.79,CALDAS,25.5
210,200,2715,PAPA,2009A,13.58,GUICAN,15
185,185,3053,PAPA,2009A,16.5,FIRAVITOBA,16.87228571
180,180,2520,PAPA,2009A,14,JENESANO,12.875
150,145,1450,PAPA,2009A,10,TUTA,10
120,102,1224,PAPA,2009A,12,TASCO,12
95,95,1140,PAPA,2009A,12,PAIPA,12
75,75,1125,PAPA,2009A,15,SUTAMARCHAN,14.919
68,68,680,PAPA,2009A,10,FLORESTA,10
60,50,800,PAPA,2009A,16,MONGUI,15.5475
50,44,264,PAPA,2009A,6,LA UVITA,6
40,39,1170,PAPA,2009A,30,SUSACON,30
33,33,514,PAPA,2009A,15.58,RAMIRIQUI,16.4375
30,30,210,PAPA,2009A,7,SATIVANORTE,6
25,25,375,PAPA,2009A,15,PAZ DE RIO,15.5
15,12,120,PAPA,2009A,10,LABRANZAGRANDE,9.8
15,15,300,PAPA,2009A,20,PACHAVITA,25
6,6,60,PAPA,2009A,10,PISBA,11
1600,1600,32500,PAPA,2009B,20.31,SAMACA,20
190,190,3890,PAPA,2009B,20.47,VIRACACHA,20.235
100,94,1580,PAPA,2009B,16.81,RAMIRIQUI,17.38666667
80,80,960,PAPA,2009B,12,JERICO,12.01
15,15,300,PAPA,2009B,20,PACHAVITA,25
12,12,132,PAPA,2009B,11,GARAGOA,11.3
9,9,55,PAPA,2009B,6.11,CORRALES,6.605833333
4,4,15,PAPA,2009B,3.75,RONDON,3.765
2650,2490,41390,PAPA,2010A,16.62,SIACHOQUE,18.62166667
520,520,8320,PAPA,2010A,16,OICATA,17.145
390,335,5300,PAPA,2010A,15.82,CHIVATA,15
200,200,2400,PAPA,2010A,12,JENESANO,12
180,180,1800,PAPA,2010A,10,TUTA,10.275
135,135,2700,PAPA,2010A,20,BOYACA,20
25,24,384,PAPA,2010A,16,TINJACA,15
5,5,40,PAPA,2010A,8,GUATEQUE,7.966666667
5,5,50,PAPA,2010A,10,SOATA,10
3200,3200,82500,PAPA,2010B,25.78,TUNJA,25.098125
900,850,14790,PAPA,2010B,17.4,CHIQUIZA,17.482
400,400,8000,PAPA,2010B,20,MOTAVITA,22.53333333
300,300,3600,PAPA,2010B,12,CUCAITA,12.0625
265,265,4717,PAPA,2010B,17.8,SOTAQUIRA,17.5785
135,135,2700,PAPA,2010B,20,BOYACA,20
120,115,1725,PAPA,2010B,15,SORA,15.35
90,90,1080,PAPA,2010B,12,GUICAN,12.29166667
50,50,900,PAPA,2010B,18,RAMIRIQUI,17.25
12,12,132,PAPA,2010B,11,GARAGOA,11.3
6,6,60,PAPA,2010B,10,SOATA,11
895,855,1598,PAPA,2011A,1.87,BELEN,5.8325
421,421,8420,PAPA,2011A,20,TOTA,18.03333333
316,295,7375,PAPA,2011A,25,AQUITANIA,19.914
200,150,5250,PAPA,2011A,35,BOYACA,23.375
190,60,324,PAPA,2011A,5.4,SORA,6
95,80,960,PAPA,2011A,12,PAIPA,11.75
70,70,700,PAPA,2011A,10,RAQUIRA,10
42,42,506,PAPA,2011A,12,CUITIVA,11.05833333
