area sembrada,area cosechada,produccion,cultivo,PERIODO,rendimiento,municipio,prediccion
25,25,250,PAPA,2007A,10,TUNJA,10.0475
5,4,40,PAPA,2007A,10,CERINZA,11.5
80,80,512,PAPA,2007B,6.4,TUNJA,8.605
30,30,450,PAPA,2007B,15,BUENAVISTA,15
20,19,228,PAPA,2007B,12,CHIQUIZA,13.5
10,10,150,PAPA,2007B,15,BELEN,15
10,10,18,PAPA,2007B,1.8,GACHANTIVA,2.9525
25,25,375,PAPA,2008B,15,BUENAVISTA,14.46875
5,5,8,PAPA,2008B,1.6,GACHANTIVA,3.21125
150,130,1950,PAPA,2009A,15,SABOYA,16.031
140,140,700,PAPA,2009A,5,TUNJA,6.9
9,9,45,PAPA,2009A,5,GACHANTIVA,5.6
165,165,825,PAPA,2009B,5,TUNJA,6.983333333
30,30,300,PAPA,2009B,10,VENTAQUEMADA,10
12,11,88,PAPA,2009B,8,TINJACA,8
6,6,36,PAPA,2009B,6,DUITAMA,6.8675
5,5,35,PAPA,2009B,7,TUTAZA,6.863333333
20,20,400,PAPA,2010A,20,CALDAS,20.3125
20,20,100,PAPA,2010A,5,CHIQUINQUIRA,5.5625
450,420,6720,PAPA,2010B,16,SABOYA,15.5
60,60,1200,PAPA,2010B,20,CALDAS,19.9
50,40,720,PAPA,2010B,18,SANTA ROSA DE VITERBO,15
474,442,7072,PAPA,2011A,16,SABOYA,15
32,21,210,PAPA,2011A,10,CHIQUIZA,10
21,21,420,PAPA,2011A,20,CALDAS,20.875
20,14,140,PAPA,2011A,10,TUTAZA,10.57142857
9,9,47,PAPA,2011A,5,GACHANTIVA,5.6
20,20,360,PAPA,2012A,18,VENTAQUEMADA,18.4
2,2,40,PAPA,2012A,20,JERICO,20.33333333
25,8,96,PAPA,2012B,12,BUENAVISTA,11.2
55,55,825,PAPA,2013A,15,BUENAVISTA,14.033
30,30,360,PAPA,2013A,12,RAMIRIQUI,12
8,8,64,PAPA,2013A,8,SOCHA,8
6,4,32,PAPA,2013A,8,TINJACA,6.946428571
2,2,40,PAPA,2013A,20,JERICO,20.33333333
490,474,4740,PAPA,2013B,10,SABOYA,10.90666667
3,3,30,PAPA,2013B,10,CHISCAS,9.466666667
1,1,10,PAPA,2013B,10,CUITIVA,10
8,8,80,PAPA,2014A,10,DUITAMA,10.2
120,120,1200,PAPA,2014B,10,VENTAQUEMADA,11
5,5,40,PAPA,2014B,8,TINJACA,8
4,4,40,PAPA,2014B,10,DUITAMA,15
3,3,30,PAPA,2014B,10,CHISCAS,9.466666667
60,50,200,PAPA,2015A,4,CHIQUINQUIRA,4
10,7,35,PAPA,2015B,5,CALDAS,5.336666667
8,8,80,PAPA,2015B,10,DUITAMA,10.2
150,140,2800,PAPA,2016A,20,VENTAQUEMADA,20
75,55,550,PAPA,2016A,10,CALDAS,11.875
60,50,200,PAPA,2016A,4,CHIQUINQUIRA,4
15,15,225,PAPA,2016A,15,RAMIRIQUI,15
10,9,36,PAPA,2016A,4,PAUNA,5.336666667
3,3,12,PAPA,2016A,4,ALMEIDA,5.20625
700,700,17500,PAPA,2016B,25,SABOYA,24.68714286
60,50,200,PAPA,2016B,4,CHIQUINQUIRA,4
10,10,120,PAPA,2016B,12,TUNJA,12.02125
8,8,64,PAPA,2016B,8,VIRACACHA,8
170,170,3400,PAPA,2017A,20,VENTAQUEMADA,20.10777778
40,33,363,PAPA,2017A,11,CHIQUIZA,10.5
20,16,160,PAPA,2017A,10,MOTAVITA,11.57142857
8,7,70,PAPA,2017A,10,TINJACA,10
4,4,14,PAPA,2017A,4,ALMEIDA,4.502083333
12,10,80,PAPA,2017B,8,TUTAZA,8
8,8,64,PAPA,2017B,8,VIRACACHA,8
4,3,24,PAPA,2017B,8,TINJACA,7
3,3,18,PAPA,2017B,6,BETEITIVA,6.3125
3,3,30,PAPA,2017B,10,PAUNA,9.466666667
2,2,14,PAPA,2017B,7,CUITIVA,6.916666667
450,450,6750,PAPA,2018A,15,SABOYA,15
50,50,750,PAPA,2018A,15,SIACHOQUE,15
30,30,450,PAPA,2018A,15,RAMIRIQUI,15
10,10,70,PAPA,2018A,7,CUITIVA,7.3
9,9,72,PAPA,2018A,8,TINJACA,8.375
100,100,200,ARVEJA,2006B,2,SORACA,1.578666667
1240,140,250,ARVEJA,2006B,1.79,TUNJA,1.229714286
586,496,700,ARVEJA,2006B,1.41,CIENEGA,1.475
210,210,420,ARVEJA,2006B,2,SIACHOQUE,1.871212121
70,60,90,ARVEJA,2006B,1.5,BOYACA,1.385714286
25,25,28,ARVEJA,2006B,1.1,SOTAQUIRA,1.185
10,7,13,ARVEJA,2006B,1.86,PACHAVITA,2.258690476
10,10,20,ARVEJA,2006B,2,SAN MATEO,1.982857143
5,5,8,ARVEJA,2006B,1.5,CORRALES,1.55
5,5,10,ARVEJA,2006B,2,VILLA DE LEYVA,1.945714286
350,350,600,ARVEJA,2007A,1.71,PESCA,1.59375
40,40,28,ARVEJA,2007A,0.7,CALDAS,0.6775
30,30,45,ARVEJA,2007A,1.5,SIACHOQUE,1.5
15,15,23,ARVEJA,2007A,1.53,CUITIVA,1.5095
12,12,8,ARVEJA,2007A,0.7,LA CAPILLA,0.714285714
12,10,20,ARVEJA,2007A,2,SOCHA,1.988333333
10,5,2,ARVEJA,2007A,0.4,BUSBANZA,0.555
10,10,18,ARVEJA,2007A,1.8,TINJACA,1.8
10,10,13,ARVEJA,2007A,1.3,TOPAGA,1.3
10,10,10,ARVEJA,2007A,1,ZETAQUIRA,1.038333333
7,6,8,ARVEJA,2007A,1.3,GAMEZA,1.301666667
6,6,12,ARVEJA,2007A,2,VILLA DE LEYVA,1.680857143
5,3,5,ARVEJA,2007A,1.75,TUTA,1.5
2,2,4,ARVEJA,2007A,2,SATIVANORTE,1.977
600,480,930,ARVEJA,2007B,1.94,CIENEGA,2.1
96,94,94,ARVEJA,2007B,1,CHIQUINQUIRA,0.937678571
62,60,80,ARVEJA,2007B,1.33,FIRAVITOBA,1.299027778
60,60,84,ARVEJA,2007B,1.4,TOTA,1.299027778
50,40,27,ARVEJA,2007B,0.66,SABOYA,0.6775
10,10,15,ARVEJA,2007B,1.5,BETEITIVA,1.5
10,10,7,ARVEJA,2007B,0.7,CHITA,0.7
8,8,10,ARVEJA,2007B,1.3,GAMEZA,1.305
8,6,10,ARVEJA,2007B,1.73,RAQUIRA,1.665
7,7,8,ARVEJA,2007B,1.23,MIRAFLORES,1.120833333
7,5,4,ARVEJA,2007B,0.7,SAN MIGUEL DE SEMA,0.7
6,6,10,ARVEJA,2007B,1.82,SOCOTA,1.665
100,100,150,ARVEJA,2008A,1.5,SORACA,1.505833333
100,100,140,ARVEJA,2008A,1.4,TOTA,1.394166667
90,90,90,ARVEJA,2008A,1,CHIQUINQUIRA,0.937678571
55,50,82,ARVEJA,2008A,1.64,FIRAVITOBA,1.651964286
50,50,60,ARVEJA,2008A,1.2,TUNJA,1.155833333
30,30,15,ARVEJA,2008A,0.5,CUITIVA,0.498333333
30,30,32,ARVEJA,2008A,1.1,TENZA,1.0375
18,18,23,ARVEJA,2008A,1.3,TOPAGA,1.3025
15,12,18,ARVEJA,2008A,1.5,SUSACON,1.596
12,12,12,ARVEJA,2008A,1,GUATEQUE,0.995
10,10,1,ARVEJA,2008A,0.08,LABRANZAGRANDE,0.16
9,9,10,ARVEJA,2008A,1.23,MIRAFLORES,1.038333333
3,3,5,ARVEJA,2008A,1.8,PACHAVITA,1.8
2,2,1,ARVEJA,2008A,0.7,LA CAPILLA,0.375
50,47,85,ARVEJA,2008B,1.8,CHIQUIZA,1.68875
50,48,72,ARVEJA,2008B,1.5,FIRAVITOBA,1.555714286
18,18,36,ARVEJA,2008B,2,GARAGOA,2
10,10,18,ARVEJA,2008B,1.8,BELEN,1.8
9,9,12,ARVEJA,2008B,1.3,GAMEZA,1.25625
9,9,9,ARVEJA,2008B,1,PISBA,1.016666667
6,6,10,ARVEJA,2008B,1.67,ALMEIDA,1.5
5,5,8,ARVEJA,2008B,1.5,SANTA SOFIA,1.591666667
500,500,950,ARVEJA,2009A,1.9,PESCA,2.1
120,100,95,ARVEJA,2009A,0.95,SABOYA,0.97125
80,55,72,ARVEJA,2009A,1.3,NUEVO COLON,1.526
30,30,21,ARVEJA,2009A,0.7,CALDAS,0.7
25,25,38,ARVEJA,2009A,1.5,BOYACA,1.4625
20,20,16,ARVEJA,2009A,0.8,BOAVITA,0.7975
20,15,29,ARVEJA,2009A,1.9,CHIQUIZA,1.894375
20,18,5,ARVEJA,2009A,0.3,SOATA,0.35875
18,15,24,ARVEJA,2009A,1.6,SOCHA,1.5875
15,15,11,ARVEJA,2009A,0.7,SUTAMARCHAN,0.7
10,10,15,ARVEJA,2009A,1.5,SANTA SOFIA,1.5
5,5,5,ARVEJA,2009A,1,CHISCAS,1
4,4,7,ARVEJA,2009A,1.7,CORRALES,1.9175
3,3,3,ARVEJA,2009A,1,GUATEQUE,1
20,20,34,ARVEJA,2009B,1.7,RAMIRIQUI,1.664166667
12,12,6,ARVEJA,2009B,0.5,GACHANTIVA,0.485833333
12,10,19,ARVEJA,2009B,1.9,TASCO,1.870833333
10,10,7,ARVEJA,2009B,0.7,LA CAPILLA,0.7
10,8,14,ARVEJA,2009B,1.75,TUTA,1.8
8,8,4,ARVEJA,2009B,0.5,LABRANZAGRANDE,0.499285714
5,5,4,ARVEJA,2009B,0.7,SAN MIGUEL DE SEMA,0.7
2,2,3,ARVEJA,2009B,1.5,TIPACOQUE,1.695833333
200,180,324,ARVEJA,2010A,1.8,CUCAITA,1.733
120,120,144,ARVEJA,2010A,1.2,TUNJA,1.326666667
70,60,60,ARVEJA,2010A,1,CHIQUINQUIRA,1.015
50,40,72,ARVEJA,2010A,1.8,CHIQUIZA,1.849333333
40,40,56,ARVEJA,2010A,1.4,TOTA,1.4
35,35,29,ARVEJA,2010A,0.84,SOGAMOSO,0.835
23,22,23,ARVEJA,2010A,1.05,SANTA ROSA DE VITERBO,1.0495
22,22,33,ARVEJA,2010A,1.5,OICATA,1.542
20,20,36,ARVEJA,2010A,1.8,BELEN,1.9125
18,18,23,ARVEJA,2010A,1.3,TOPAGA,1.3025
18,18,34,ARVEJA,2010A,1.9,VENTAQUEMADA,1.87
15,13,22,ARVEJA,2010A,1.7,RAQUIRA,1.531666667
5,5,5,ARVEJA,2010A,1,BETEITIVA,1
5,5,5,ARVEJA,2010A,1,PAZ DE RIO,1
5,5,4,ARVEJA,2010A,0.7,SAN MIGUEL DE SEMA,0.7
3,2,2,ARVEJA,2010A,1.05,DUITAMA,0.775
2,2,1,ARVEJA,2010A,0.4,SATIVASUR,0.6525
90,90,135,ARVEJA,2010B,1.5,SORACA,1.572
30,30,26,ARVEJA,2010B,0.88,MONGUA,0.904166667
20,16,16,ARVEJA,2010B,1,CHIVATA,1.009285714
20,20,32,ARVEJA,2010B,1.6,SOTAQUIRA,1.402142857
17,17,22,ARVEJA,2010B,1.3,OICATA,1.1925
15,10,10,ARVEJA,2010B,1,PAYA,1
13,13,9,ARVEJA,2010B,0.7,LA CAPILLA,0.694
10,8,6,ARVEJA,2010B,0.7,CHITA,0.762857143
5,5,8,ARVEJA,2010B,1.6,SANTA SOFIA,1.5
3,2,2,ARVEJA,2010B,1.05,DUITAMA,1.069
1,1,1,ARVEJA,2010B,1,BETEITIVA,1
406,406,853,ARVEJA,2011A,2.1,SAMACA,2.1
50,40,72,ARVEJA,2011A,1.8,CHIQUIZA,1.849333333
41,41,57,ARVEJA,2011A,1.4,TOTA,1.4
30,30,54,ARVEJA,2011A,1.8,BELEN,1.775666667
30,28,20,ARVEJA,2011A,0.7,CHITA,0.7
30,15,17,ARVEJA,2011A,1.1,SOGAMOSO,1.009285714
26,26,29,ARVEJA,2011A,1.1,TENZA,1.10125
22,21,23,ARVEJA,2011A,1.1,SANTA ROSA DE VITERBO,1.125833333
15,14,27,ARVEJA,2011A,1.9,TASCO,1.870625
10,9,9,ARVEJA,2011A,1.05,SOCOTA,1.016666667
10,2,4,ARVEJA,2011A,2.1,SORA,1.977
5,5,5,ARVEJA,2011A,1,BETEITIVA,1
5,5,8,ARVEJA,2011A,1.6,NOBSA,1.6
4,4,6,ARVEJA,2011A,1.7,PACHAVITA,1.5
4,4,4,ARVEJA,2011A,1.1,SOATA,1.028333333
3,3,5,ARVEJA,2011A,1.5,TIPACOQUE,1.751875
2,1,1,ARVEJA,2011A,1.4,PAIPA,0.62
130,125,176,ARVEJA,2011B,1.41,TOCA,1.4
90,90,162,ARVEJA,2011B,1.8,CUCAITA,1.8225
40,35,53,ARVEJA,2011B,1.5,COMBITA,1.4
25,15,29,ARVEJA,2011B,1.9,PESCA,1.894375
20,20,22,ARVEJA,2011B,1.1,TIBANA,1.115833333
12,12,22,ARVEJA,2011B,1.8,GACHANTIVA,1.825
12,12,13,ARVEJA,2011B,1.1,SANTA ROSA DE VITERBO,1.13
12,11,21,ARVEJA,2011B,1.9,TASCO,1.988333333
10,10,18,ARVEJA,2011B,1.8,ALMEIDA,1.8
10,10,20,ARVEJA,2011B,2,LA CAPILLA,1.982857143
10,9,15,ARVEJA,2011B,1.7,RAMIRIQUI,1.785
5,5,9,ARVEJA,2011B,1.8,MACANAL,1.845714286
2,2,2,ARVEJA,2011B,1,BUSBANZA,0.88
800,800,1200,ARVEJA,2012A,1.5,SIACHOQUE,2.1
100,80,132,ARVEJA,2012A,1.65,TOCA,1.687
48,32,43,ARVEJA,2012A,1.34,BUENAVISTA,1.26625
38,38,42,ARVEJA,2012A,1.1,TENZA,1.049
25,23,23,ARVEJA,2012A,1,CUITIVA,1.02
25,25,38,ARVEJA,2012A,1.5,LA UVITA,1.4625
20,20,40,ARVEJA,2012A,2,BELEN,2
20,19,27,ARVEJA,2012A,1.4,MIRAFLORES,1.466666667
18,16,29,ARVEJA,2012A,1.8,MONGUI,1.759
16,16,30,ARVEJA,2012A,1.86,RONDON,1.859
10,10,30,ARVEJA,2012A,3,VENTAQUEMADA,2.534047619
5,5,6,ARVEJA,2012A,1.1,DUITAMA,1.2
5,4,4,ARVEJA,2012A,1,LABRANZAGRANDE,0.921
5,5,9,ARVEJA,2012A,1.8,MACANAL,1.845714286
4,4,4,ARVEJA,2012A,1,SATIVANORTE,1.078333333
3,3,5,ARVEJA,2012A,1.52,CHINAVITA,1.551875
2,2,3,ARVEJA,2012A,2,LA CAPILLA,1.833333333
2,2,3,ARVEJA,2012A,2.1,SUTATENZA,1.833333333
120,80,88,ARVEJA,2012B,1.1,SABOYA,1.082083333
100,80,160,ARVEJA,2012B,2,SAN MIGUEL DE SEMA,1.8225
30,28,25,ARVEJA,2012B,0.88,MONGUA,0.94
30,25,50,ARVEJA,2012B,2,SOGAMOSO,1.884
25,23,23,ARVEJA,2012B,1,CUITIVA,1.02
25,20,33,ARVEJA,2012B,1.65,JENESANO,1.634166667
12,12,19,ARVEJA,2012B,1.55,RONDON,1.696
10,9,11,ARVEJA,2012B,1.2,MIRAFLORES,1.153333333
10,10,20,ARVEJA,2012B,2,NUEVO COLON,1.982857143
10,10,17,ARVEJA,2012B,1.7,TUTA,1.666
8,8,11,ARVEJA,2012B,1.4,LA CAPILLA,1.369166667
5,5,9,ARVEJA,2012B,1.75,LA UVITA,1.845714286
1,1,0,ARVEJA,2012B,0.2,GUACAMAYAS,0.403888889
179,179,537,ARVEJA,2013A,3,PESCA,2.024545455
120,120,76,ARVEJA,2013A,0.63,VIRACACHA,0.6425
100,100,63,ARVEJA,2013A,0.63,RAQUIRA,0.7125
100,100,175,ARVEJA,2013A,1.75,TOCA,1.587
95,95,190,ARVEJA,2013A,2,SORACA,1.741666667
70,70,123,ARVEJA,2013A,1.75,FIRAVITOBA,1.881666667
60,45,81,ARVEJA,2013A,1.8,CUCAITA,1.644333333
40,35,43,ARVEJA,2013A,1.23,RAMIRIQUI,1.1
25,25,22,ARVEJA,2013A,0.88,LA UVITA,0.768333333
20,18,11,ARVEJA,2013A,0.6,JENESANO,0.625
16,16,48,ARVEJA,2013A,3,SANTA ROSA DE VITERBO,2.3
12,12,36,ARVEJA,2013A,3,NOBSA,2.487857143
10,10,10,ARVEJA,2013A,1,SATIVANORTE,1.038333333
10,8,14,ARVEJA,2013A,1.8,TINJACA,1.8
10,8,7,ARVEJA,2013A,0.88,TOPAGA,0.9045
6,6,9,ARVEJA,2013A,1.5,ALMEIDA,1.5
4,4,4,ARVEJA,2013A,1.1,SOATA,1.028333333
3,3,5,ARVEJA,2013A,1.75,TIPACOQUE,1.701875
3,3,1,ARVEJA,2013A,0.4,SATIVASUR,0.377857143
150,150,158,ARVEJA,2013B,1.05,BOYACA,1.08
100,30,32,ARVEJA,2013B,1.05,VENTAQUEMADA,0.89375
25,10,10,ARVEJA,2013B,1,ARCABUCO,1.025
14,14,15,ARVEJA,2013B,1.05,SANTA ROSA DE VITERBO,1.05
13,13,18,ARVEJA,2013B,1.4,PESCA,1.23
12,12,19,ARVEJA,2013B,1.55,RONDON,1.496
10,9,5,ARVEJA,2013B,0.5,BOAVITA,0.562
10,10,15,ARVEJA,2013B,1.5,EL ESPINO,1.5
10,10,6,ARVEJA,2013B,0.63,LA CAPILLA,0.6
10,10,7,ARVEJA,2013B,0.7,TURMEQUE,0.7
7,6,5,ARVEJA,2013B,0.88,TOPAGA,0.821666667
6,6,15,ARVEJA,2013B,2.5,CORRALES,2.490833333
5,5,5,ARVEJA,2013B,1,SUSACON,1
5,5,2,ARVEJA,2013B,0.42,VILLA DE LEYVA,0.400714286
25,23,23,ARVEJA,2014A,1,CUITIVA,1.02
25,25,34,ARVEJA,2014A,1.38,SUTAMARCHAN,1.371666667
21,20,25,ARVEJA,2014A,1.23,MIRAFLORES,1.28
9,8,14,ARVEJA,2014A,1.79,TINJACA,1.8
8,8,10,ARVEJA,2014A,1.31,GAMEZA,1.305
8,8,11,ARVEJA,2014A,1.33,SATIVANORTE,1.369166667
7,6,8,ARVEJA,2014A,1.36,FLORESTA,1.301666667
7,7,8,ARVEJA,2014A,1.26,MACANAL,1.120833333
6,5,6,ARVEJA,2014A,1.22,GACHANTIVA,1.19
5,5,5,ARVEJA,2014A,1.05,BETEITIVA,1
5,5,7,ARVEJA,2014A,1.38,CHISCAS,1.353333333
5,5,5,ARVEJA,2014A,1.08,DUITAMA,1
3,3,4,ARVEJA,2014A,1.33,VILLA DE LEYVA,1.395
2,2,3,ARVEJA,2014A,1.49,CERINZA,1.695833333
2,2,3,ARVEJA,2014A,1.55,JERICO,1.695833333
2,2,4,ARVEJA,2014A,2.64,SUTATENZA,1.977
50,50,72,ARVEJA,2014B,1.45,TOTA,1.555714286
25,25,44,ARVEJA,2014B,1.76,BELEN,1.6975
15,12,10,ARVEJA,2014B,0.86,BOAVITA,0.925
12,10,15,ARVEJA,2014B,1.48,SANTA ROSA DE VITERBO,1.5
9,6,11,ARVEJA,2014B,1.76,CHINAVITA,1.680857143
8,8,14,ARVEJA,2014B,1.69,MONGUI,1.8
8,8,11,ARVEJA,2014B,1.33,SATIVANORTE,1.369166667
240,240,550,ARVEJA,2015A,2.29,SAMACA,2.024545455
100,80,56,ARVEJA,2015A,0.7,BOYACA,0.675178571
80,80,131,ARVEJA,2015A,1.64,TIBANA,1.693666667
70,60,98,ARVEJA,2015A,1.64,PESCA,1.385714286
50,50,58,ARVEJA,2015A,1.17,SOCHA,1.155833333
45,45,63,ARVEJA,2015A,1.4,RAMIRIQUI,1.33
22,22,20,ARVEJA,2015A,0.89,BELEN,0.967
15,15,7,ARVEJA,2015A,0.47,CHIVOR,0.47
15,12,9,ARVEJA,2015A,0.75,CUCAITA,0.865
10,6,3,ARVEJA,2015A,0.47,BOAVITA,0.6
8,8,3,ARVEJA,2015A,0.42,TASCO,0.401
6,5,5,ARVEJA,2015A,0.93,GACHANTIVA,0.91375
5,5,2,ARVEJA,2015A,0.33,BETEITIVA,0.365714286
3,3,1,ARVEJA,2015A,0.23,EL ESPINO,0.377857143
3,3,3,ARVEJA,2015A,0.84,TIPACOQUE,1
2,2,2,ARVEJA,2015A,0.84,JERICO,1.104
2,2,1,ARVEJA,2015A,0.56,SATIVASUR,0.47
1,1,0,ARVEJA,2015A,0.23,BUSBANZA,0.403888889
140,140,131,ARVEJA,2015B,0.93,SABOYA,0.93
90,50,70,ARVEJA,2015B,1.4,VENTAQUEMADA,1.44
50,50,70,ARVEJA,2015B,1.4,RAMIRIQUI,1.44
41,41,19,ARVEJA,2015B,0.47,UMBITA,0.450625
40,40,43,ARVEJA,2015B,1.07,RAQUIRA,1
21,18,9,ARVEJA,2015B,0.51,CHIVATA,0.625
15,15,11,ARVEJA,2015B,0.7,GAMEZA,0.675
14,12,17,ARVEJA,2015B,1.4,SANTA ROSA DE VITERBO,1.4
10,10,5,ARVEJA,2015B,0.51,NUEVO COLON,0.47
8,8,11,ARVEJA,2015B,1.4,CHISCAS,1.369166667
7,7,2,ARVEJA,2015B,0.34,MACANAL,0.3225
7,7,10,ARVEJA,2015B,1.4,TUTA,1.468571429
3,3,5,ARVEJA,2015B,1.64,PAIPA,1.701875
2,2,3,ARVEJA,2015B,1.5,SUTATENZA,1.695833333
70,60,42,ARVEJA,2016A,0.7,CHIQUINQUIRA,0.696428571
20,15,6,ARVEJA,2016A,0.43,AQUITANIA,0.41875
7,7,7,ARVEJA,2016A,1,GUICAN,1
4,4,3,ARVEJA,2016A,0.7,CUITIVA,0.795
1,1,0,ARVEJA,2016A,0.5,BUSBANZA,0.403888889
90,50,53,ARVEJA,2016B,1.05,VENTAQUEMADA,0.9
50,50,53,ARVEJA,2016B,1.05,CUCAITA,1.02
30,27,19,ARVEJA,2016B,0.7,COMBITA,0.705
20,15,15,ARVEJA,2016B,1,LABRANZAGRANDE,1
15,13,13,ARVEJA,2016B,1,CHIQUIZA,0.93
15,14,15,ARVEJA,2016B,1.05,SANTA ROSA DE VITERBO,1.05
7,6,3,ARVEJA,2016B,0.53,JERICO,0.534166667
5,5,4,ARVEJA,2016B,0.7,NUEVO COLON,0.7
5,5,3,ARVEJA,2016B,0.5,SATIVANORTE,0.5375
5,5,2,ARVEJA,2016B,0.42,SUTAMARCHAN,0.400714286
5,5,4,ARVEJA,2016B,0.88,TUTA,0.7
1,1,1,ARVEJA,2016B,1.05,CERINZA,1
230,230,430,ARVEJA,2017A,1.87,SAMACA,1.871212121
20,20,40,ARVEJA,2017A,2,FIRAVITOBA,1.935
20,20,11,ARVEJA,2017A,0.56,TENZA,0.5
20,17,24,ARVEJA,2017A,1.4,VENTAQUEMADA,1.3025
18,18,23,ARVEJA,2017A,1.26,MOTAVITA,1.3025
17,17,10,ARVEJA,2017A,0.56,MONGUI,0.58
13,10,9,ARVEJA,2017A,0.93,SAN MIGUEL DE SEMA,0.890833333
10,8,6,ARVEJA,2017A,0.79,CHITA,0.762857143
9,8,15,ARVEJA,2017A,1.82,TIBASOSA,1.87
7,7,3,ARVEJA,2017A,0.47,CHIVOR,0.3995
7,7,6,ARVEJA,2017A,0.79,GUICAN,0.757857143
7,3,3,ARVEJA,2017A,0.93,TUTA,1.008333333
3,3,1,ARVEJA,2017A,0.56,COVARACHIA,0.377857143
455,455,638,ARVEJA,2017B,1.4,TUNJA,1.475
100,100,187,ARVEJA,2017B,1.87,TIBANA,1.578666667
72,72,67,ARVEJA,2017B,0.93,RAQUIRA,0.9175
50,48,67,ARVEJA,2017B,1.4,TOCA,1.44
45,40,17,ARVEJA,2017B,0.44,CHIQUIZA,0.511666667
35,35,16,ARVEJA,2017B,0.47,UMBITA,0.436666667
30,30,17,ARVEJA,2017B,0.56,SIACHOQUE,0.547380952
28,26,43,ARVEJA,2017B,1.64,SOGAMOSO,1.55875
24,24,16,ARVEJA,2017B,0.65,RONDON,0.7525
10,10,5,ARVEJA,2017B,0.47,CHISCAS,0.47
10,8,6,ARVEJA,2017B,0.79,CHITA,0.782857143
10,9,6,ARVEJA,2017B,0.65,PACHAVITA,0.7
8,8,7,ARVEJA,2017B,0.93,CUITIVA,0.9045
8,8,4,ARVEJA,2017B,0.47,MONGUI,0.499285714
8,6,3,ARVEJA,2017B,0.51,OICATA,0.534166667
7,7,3,ARVEJA,2017B,0.47,CHIVOR,0.3995
6,6,8,ARVEJA,2017B,1.4,SORA,1.301666667
6,6,7,ARVEJA,2017B,1.17,TUTA,1.197857143
5,5,2,ARVEJA,2017B,0.47,DUITAMA,0.400714286
5,5,7,ARVEJA,2017B,1.4,GACHANTIVA,1.353333333
4,4,3,ARVEJA,2017B,0.7,PISBA,0.795
3,3,3,ARVEJA,2017B,0.84,BETEITIVA,0.918333333
200,200,187,ARVEJA,2018A,0.93,TOTA,1.211666667
50,50,37,ARVEJA,2018A,0.75,SAN MIGUEL DE SEMA,0.811428571
40,40,80,ARVEJA,2018A,2.01,CALDAS,1.891
40,40,17,ARVEJA,2018A,0.42,SOATA,0.499791667
31,31,51,ARVEJA,2018A,1.64,SOGAMOSO,1.634
20,20,19,ARVEJA,2018A,0.93,ALMEIDA,0.886666667
20,20,28,ARVEJA,2018A,1.4,AQUITANIA,1.416666667
12,12,6,ARVEJA,2018A,0.47,ARCABUCO,0.485833333
11,11,13,ARVEJA,2018A,1.18,SANTA SOFIA,1.26125
10,10,14,ARVEJA,2018A,1.4,GACHANTIVA,1.3875
10,10,5,ARVEJA,2018A,0.51,SATIVANORTE,0.47
100,90,30,FRIJOL,2006B,0.33,GUICAN,0.35
80,80,80,FRIJOL,2006B,1,SAN LUIS DE GACENO,1
46,46,63,FRIJOL,2006B,1.37,TENZA,1.389166667
38,38,77,FRIJOL,2006B,2.03,SUTATENZA,2
30,25,25,FRIJOL,2006B,1,MUZO,1.006666667
25,25,50,FRIJOL,2006B,2,JENESANO,2
25,25,40,FRIJOL,2006B,1.6,TURMEQUE,1.625
22,19,14,FRIJOL,2006B,0.74,CHIVOR,0.7
21,17,7,FRIJOL,2006B,0.4,SOATA,0.41875
20,18,13,FRIJOL,2006B,0.7,CIENEGA,0.75
20,20,28,FRIJOL,2006B,1.4,GACHANTIVA,1.4
18,18,11,FRIJOL,2006B,0.63,RAMIRIQUI,0.6
15,15,14,FRIJOL,2006B,0.9,EL ESPINO,0.91
14,14,21,FRIJOL,2006B,1.5,TUTA,1.635
10,10,17,FRIJOL,2006B,1.7,BOYACA,1.6
6,6,6,FRIJOL,2006B,1,VILLA DE LEYVA,1
5,5,5,FRIJOL,2006B,1.1,TASCO,1
5,5,5,FRIJOL,2006B,1.05,TINJACA,1
3,3,5,FRIJOL,2006B,1.67,PAJARITO,1.5
2,2,2,FRIJOL,2006B,1,SATIVANORTE,1.135
1,1,1,FRIJOL,2006B,1.1,SACHICA,1
220,220,148,FRIJOL,2007A,0.67,GUACAMAYAS,0.875625
150,70,60,FRIJOL,2007A,0.86,JERICO,0.659285714
35,34,27,FRIJOL,2007A,0.79,TOGUI,0.812222222
27,25,15,FRIJOL,2007A,0.6,BERBEO,0.5
22,21,21,FRIJOL,2007A,1.02,PAEZ,1.05
20,20,21,FRIJOL,2007A,1.05,BUENAVISTA,1.05
20,20,14,FRIJOL,2007A,0.7,PISBA,0.7
19,19,12,FRIJOL,2007A,0.63,RAMIRIQUI,0.645
10,10,5,FRIJOL,2007A,0.5,BETEITIVA,0.5
10,10,14,FRIJOL,2007A,1.4,GACHANTIVA,1.4
5,5,6,FRIJOL,2007A,1.2,TIPACOQUE,1.2
4,4,5,FRIJOL,2007A,1.3,RAQUIRA,1.310833333
100,100,154,FRIJOL,2007B,1.54,TURMEQUE,1.514166667
50,50,62,FRIJOL,2007B,1.24,BOYACA,1.44
50,49,74,FRIJOL,2007B,1.5,TENZA,1.55
42,40,76,FRIJOL,2007B,1.9,SUTATENZA,1.8
30,28,54,FRIJOL,2007B,1.93,JENESANO,1.8
