area sembrada,area cosechada,produccion,rendimiento,cultivo,municipio,PERIODO
3,3,3,1.05,ARVEJA,PAZ DE RIO,2009B
2,2,3,1.5,ARVEJA,TIPACOQUE,2009B
1,1,1,1,ARVEJA,BUSBANZA,2009B
1,1,1,1.7,ARVEJA,CERINZA,2009B
1,1,1,0.9,ARVEJA,GUACAMAYAS,2009B
1,1,0,0.4,ARVEJA,SATIVASUR,2009B
500,400,560,1.4,ARVEJA,CIENEGA,2010A
400,400,840,2.1,ARVEJA,SAMACA,2010A
200,180,324,1.8,ARVEJA,CUCAITA,2010A
140,120,192,1.6,ARVEJA,TOCA,2010A
130,50,35,0.7,ARVEJA,SABOYA,2010A
120,120,144,1.2,ARVEJA,TUNJA,2010A
95,95,143,1.5,ARVEJA,SORACA,2010A
70,60,60,1,ARVEJA,CHIQUINQUIRA,2010A
60,50,80,1.6,ARVEJA,FIRAVITOBA,2010A
60,60,63,1.05,ARVEJA,VIRACACHA,2010A
57,57,60,1.06,ARVEJA,SOCHA,2010A
55,55,39,0.7,ARVEJA,COMBITA,2010A
54,52,52,1,ARVEJA,ARCABUCO,2010A
50,40,72,1.8,ARVEJA,CHIQUIZA,2010A
42,42,37,0.88,ARVEJA,MONGUA,2010A
40,40,56,1.4,ARVEJA,TOTA,2010A
35,35,29,0.84,ARVEJA,SOGAMOSO,2010A
30,30,45,1.5,ARVEJA,BOYACA,2010A
30,28,20,0.7,ARVEJA,CHITA,2010A
30,24,24,1,ARVEJA,CHIVATA,2010A
30,30,30,1,ARVEJA,CUITIVA,2010A
28,28,34,1.2,ARVEJA,BUENAVISTA,2010A
26,26,28,1.1,ARVEJA,TENZA,2010A
25,25,44,1.75,ARVEJA,JENESANO,2010A
25,20,30,1.5,ARVEJA,PISBA,2010A
25,24,43,1.8,ARVEJA,TINJACA,2010A
23,22,23,1.05,ARVEJA,SANTA ROSA DE VITERBO,2010A
22,22,33,1.5,ARVEJA,OICATA,2010A
20,20,36,1.8,ARVEJA,BELEN,2010A
20,5,5,1,ARVEJA,BOAVITA,2010A
20,10,7,0.7,ARVEJA,CALDAS,2010A
20,20,40,2,ARVEJA,GARAGOA,2010A
20,19,23,1.23,ARVEJA,MIRAFLORES,2010A
20,6,6,1,ARVEJA,PAYA,2010A
20,10,19,1.9,ARVEJA,PESCA,2010A
20,20,22,1.12,ARVEJA,RONDON,2010A
20,15,16,1.05,ARVEJA,UMBITA,2010A
18,18,18,1,ARVEJA,CHIVOR,2010A
18,15,26,1.7,ARVEJA,RAMIRIQUI,2010A
18,18,23,1.3,ARVEJA,TOPAGA,2010A
18,18,34,1.9,ARVEJA,VENTAQUEMADA,2010A
18,16,29,1.8,ARVEJA,MONGUI,2010A
15,13,22,1.7,ARVEJA,RAQUIRA,2010A
15,15,11,0.7,ARVEJA,SUTAMARCHAN,2010A
15,14,27,1.9,ARVEJA,TASCO,2010A
12,11,8,0.7,ARVEJA,CHINAVITA,2010A
12,11,23,2.1,ARVEJA,SORA,2010A
12,12,16,1.3,ARVEJA,SOTAQUIRA,2010A
11,11,14,1.3,ARVEJA,GAMEZA,2010A
10,10,15,1.5,ARVEJA,FLORESTA,2010A
10,10,18,1.8,ARVEJA,GACHANTIVA,2010A
10,9,10,1.11,ARVEJA,GUATEQUE,2010A
10,4,5,1.3,ARVEJA,NUEVO COLON,2010A
10,9,9,1.05,ARVEJA,SOCOTA,2010A
10,8,13,1.75,ARVEJA,SUSACON,2010A
10,10,18,1.75,ARVEJA,TUTA,2010A
8,8,14,1.8,ARVEJA,ALMEIDA,2010A
8,8,13,1.6,ARVEJA,SANTA SOFIA,2010A
7,7,12,1.75,ARVEJA,MACANAL,2010A
6,6,9,1.5,ARVEJA,LA UVITA,2010A
6,6,8,1.28,ARVEJA,VILLA DE LEYVA,2010A
5,5,8,1.6,ARVEJA,NOBSA,2010A
5,5,5,1,ARVEJA,BETEITIVA,2010A
5,3,5,1.6,ARVEJA,CORRALES,2010A
5,5,4,0.7,ARVEJA,LABRANZAGRANDE,2010A
5,5,5,1,ARVEJA,PAZ DE RIO,2010A
5,5,4,0.7,ARVEJA,SAN MIGUEL DE SEMA,2010A
5,5,5,1,ARVEJA,SUTATENZA,2010A
4,3,6,1.7,ARVEJA,CERINZA,2010A
4,4,7,1.75,ARVEJA,PAIPA,2010A
4,4,4,1.05,ARVEJA,SOATA,2010A
3,3,3,1,ARVEJA,BUSBANZA,2010A
3,2,2,1.05,ARVEJA,DUITAMA,2010A
3,3,5,1.7,ARVEJA,PACHAVITA,2010A
3,3,5,1.5,ARVEJA,TIPACOQUE,2010A
3,2,2,0.8,ARVEJA,GUICAN,2010A
3,2,2,0.7,ARVEJA,LA CAPILLA,2010A
2,2,1,0.4,ARVEJA,SATIVASUR,2010A
450,450,630,1.4,ARVEJA,CIENEGA,2010B
400,400,840,2.1,ARVEJA,SAMACA,2010B
150,110,176,1.6,ARVEJA,TOCA,2010B
125,125,150,1.2,ARVEJA,TUNJA,2010B
90,90,162,1.8,ARVEJA,CUCAITA,2010B
90,90,135,1.5,ARVEJA,SORACA,2010B
83,83,125,1.5,ARVEJA,LA UVITA,2010B
60,60,90,1.5,ARVEJA,BOYACA,2010B
60,60,60,1,ARVEJA,CHIQUINQUIRA,2010B
50,2,4,1.9,ARVEJA,CHIQUIZA,2010B
50,50,35,0.7,ARVEJA,COMBITA,2010B
50,40,28,0.7,ARVEJA,SABOYA,2010B
50,35,49,1.4,ARVEJA,TOTA,2010B
50,45,86,1.9,ARVEJA,VENTAQUEMADA,2010B
40,25,33,1.3,ARVEJA,NUEVO COLON,2010B
35,35,70,2,ARVEJA,JENESANO,2010B
35,35,38,1.1,ARVEJA,TENZA,2010B
32,32,32,1,ARVEJA,GUATEQUE,2010B
30,28,28,1,ARVEJA,ARCABUCO,2010B
30,30,36,1.2,ARVEJA,CUITIVA,2010B
30,30,26,0.88,ARVEJA,MONGUA,2010B
30,30,32,1.05,ARVEJA,VIRACACHA,2010B
28,23,41,1.8,ARVEJA,MONGUI,2010B
25,15,29,1.9,ARVEJA,PESCA,2010B
20,20,26,1.3,ARVEJA,BUENAVISTA,2010B
20,16,16,1,ARVEJA,CHIVATA,2010B
20,20,22,1.12,ARVEJA,RONDON,2010B
20,18,19,1.05,ARVEJA,SANTA ROSA DE VITERBO,2010B
20,20,32,1.6,ARVEJA,SOTAQUIRA,2010B
20,19,34,1.8,ARVEJA,TINJACA,2010B
18,18,36,2,ARVEJA,GARAGOA,2010B
17,17,22,1.3,ARVEJA,OICATA,2010B
15,5,9,1.7,ARVEJA,PACHAVITA,2010B
15,10,10,1,ARVEJA,PAYA,2010B
15,10,15,1.5,ARVEJA,PISBA,2010B
15,15,26,1.7,ARVEJA,RAQUIRA,2010B
15,14,15,1.05,ARVEJA,SOCOTA,2010B
15,14,25,1.75,ARVEJA,SUSACON,2010B
15,15,11,0.7,ARVEJA,SUTAMARCHAN,2010B
15,15,16,1.05,ARVEJA,UMBITA,2010B
14,13,9,0.7,ARVEJA,CHINAVITA,2010B
13,13,9,0.7,ARVEJA,LA CAPILLA,2010B
12,12,22,1.8,ARVEJA,GACHANTIVA,2010B
12,11,13,1.23,ARVEJA,MIRAFLORES,2010B
12,11,21,1.9,ARVEJA,TASCO,2010B
11,11,19,1.75,ARVEJA,MACANAL,2010B
10,10,10,1,ARVEJA,BOAVITA,2010B
10,10,7,0.7,ARVEJA,CALDAS,2010B
10,8,6,0.7,ARVEJA,CHITA,2010B
10,8,10,1.3,ARVEJA,GAMEZA,2010B
10,9,15,1.7,ARVEJA,RAMIRIQUI,2010B
10,10,13,1.3,ARVEJA,TOPAGA,2010B
8,8,8,1,ARVEJA,SUTATENZA,2010B
8,8,14,1.75,ARVEJA,TUTA,2010B
6,6,9,1.42,ARVEJA,CORRALES,2010B
6,6,11,1.75,ARVEJA,PAIPA,2010B
5,5,5,1,ARVEJA,CHIVOR,2010B
5,5,4,0.7,ARVEJA,LABRANZAGRANDE,2010B
5,5,4,0.7,ARVEJA,SAN EDUARDO,2010B
5,5,4,0.7,ARVEJA,SAN MIGUEL DE SEMA,2010B
5,5,8,1.6,ARVEJA,SANTA SOFIA,2010B
4,4,7,2.1,ARVEJA,SORA,2010B
4,4,6,1.5,ARVEJA,VILLA DE LEYVA,2010B
3,2,2,1.05,ARVEJA,DUITAMA,2010B
3,3,3,1,ARVEJA,PAZ DE RIO,2010B
3,3,3,1.05,ARVEJA,SOATA,2010B
3,3,5,1.5,ARVEJA,TIPACOQUE,2010B
2,2,1,0.4,ARVEJA,SATIVASUR,2010B
2,2,2,1,ARVEJA,BUSBANZA,2010B
2,1,1,0.88,ARVEJA,GUICAN,2010B
1,1,1,1,ARVEJA,BETEITIVA,2010B
406,406,853,2.1,ARVEJA,SAMACA,2011A
400,380,490,1.29,ARVEJA,CIENEGA,2011A
150,150,240,1.6,ARVEJA,BOYACA,2011A
129,50,35,0.7,ARVEJA,SABOYA,2011A
120,110,176,1.6,ARVEJA,TOCA,2011A
110,50,50,1,ARVEJA,TUNJA,2011A
95,95,143,1.5,ARVEJA,SORACA,2011A
70,50,100,2,ARVEJA,CHIQUINQUIRA,2011A
64,25,33,1.3,ARVEJA,BUENAVISTA,2011A
61,51,82,1.6,ARVEJA,FIRAVITOBA,2011A
60,60,66,1.1,ARVEJA,VIRACACHA,2011A
58,58,61,1.06,ARVEJA,SOCHA,2011A
56,54,54,1,ARVEJA,ARCABUCO,2011A
50,40,72,1.8,ARVEJA,CHIQUIZA,2011A
50,40,60,1.5,ARVEJA,COMBITA,2011A
50,20,36,1.8,ARVEJA,CUCAITA,2011A
45,35,49,1.4,ARVEJA,UMBITA,2011A
41,41,57,1.4,ARVEJA,TOTA,2011A
40,28,42,1.5,ARVEJA,SUSACON,2011A
35,28,39,1.4,ARVEJA,OICATA,2011A
30,30,54,1.8,ARVEJA,BELEN,2011A
30,28,20,0.7,ARVEJA,CHITA,2011A
30,24,24,1,ARVEJA,CHIVATA,2011A
30,30,30,1,ARVEJA,CUITIVA,2011A
30,20,40,2,ARVEJA,MONGUA,2011A
30,15,17,1.1,ARVEJA,SOGAMOSO,2011A
26,26,46,1.75,ARVEJA,JENESANO,2011A
26,26,29,1.1,ARVEJA,TENZA,2011A
25,24,43,1.8,ARVEJA,TINJACA,2011A
22,21,23,1.1,ARVEJA,SANTA ROSA DE VITERBO,2011A
21,20,24,1.2,ARVEJA,MIRAFLORES,2011A
21,21,24,1.12,ARVEJA,RONDON,2011A
20,10,7,0.7,ARVEJA,CALDAS,2011A
20,20,42,2.1,ARVEJA,GARAGOA,2011A
20,10,19,1.9,ARVEJA,PESCA,2011A
20,20,20,1,ARVEJA,RAQUIRA,2011A
20,20,22,1.1,ARVEJA,TIBANA,2011A
18,18,18,1,ARVEJA,CHIVOR,2011A
18,16,29,1.8,ARVEJA,MONGUI,2011A
18,15,23,1.52,ARVEJA,RAMIRIQUI,2011A
18,18,23,1.3,ARVEJA,TOPAGA,2011A
18,18,22,1.2,ARVEJA,VENTAQUEMADA,2011A
15,14,27,1.9,ARVEJA,TASCO,2011A
12,11,8,0.7,ARVEJA,CHINAVITA,2011A
12,10,18,1.75,ARVEJA,LABRANZAGRANDE,2011A
12,12,16,1.3,ARVEJA,SOTAQUIRA,2011A
12,11,13,1.23,ARVEJA,TURMEQUE,2011A
10,5,3,0.5,ARVEJA,BOAVITA,2011A
10,10,15,1.5,ARVEJA,FLORESTA,2011A
10,10,18,1.8,ARVEJA,GACHANTIVA,2011A
10,10,15,1.5,ARVEJA,GAMEZA,2011A
10,4,5,1.3,ARVEJA,NUEVO COLON,2011A
10,9,9,1.05,ARVEJA,SOCOTA,2011A
10,2,4,2.1,ARVEJA,SORA,2011A
10,7,13,1.8,ARVEJA,SUTAMARCHAN,2011A
10,10,15,1.5,ARVEJA,SUTATENZA,2011A
10,4,7,1.8,ARVEJA,TUTA,2011A
8,8,14,1.8,ARVEJA,ALMEIDA,2011A
8,7,17,2.45,ARVEJA,CHISCAS,2011A
8,8,13,1.6,ARVEJA,SANTA SOFIA,2011A
6,6,6,1,ARVEJA,LA UVITA,2011A
6,6,10,1.8,ARVEJA,MACANAL,2011A
6,6,8,1.3,ARVEJA,VILLA DE LEYVA,2011A
5,5,5,1,ARVEJA,BETEITIVA,2011A
5,3,5,1.6,ARVEJA,CORRALES,2011A
5,3,3,1.05,ARVEJA,DUITAMA,2011A
5,5,5,1,ARVEJA,GUATEQUE,2011A
5,5,8,1.6,ARVEJA,NOBSA,2011A
5,5,5,1,ARVEJA,PAZ DE RIO,2011A
5,3,6,2,ARVEJA,SAN MIGUEL DE SEMA,2011A
4,4,6,1.7,ARVEJA,PACHAVITA,2011A
4,4,4,1.1,ARVEJA,SOATA,2011A
3,3,3,1,ARVEJA,BUSBANZA,2011A
3,3,5,1.9,ARVEJA,CERINZA,2011A
3,3,2,0.8,ARVEJA,GUICAN,2011A
3,3,4,1.4,ARVEJA,LA CAPILLA,2011A
3,3,5,1.5,ARVEJA,TIPACOQUE,2011A
2,1,1,1.4,ARVEJA,PAIPA,2011A
2,2,1,0.5,ARVEJA,PAYA,2011A
2,1,1,0.5,ARVEJA,PISBA,2011A
400,390,510,1.31,ARVEJA,CIENEGA,2011B
397,397,834,2.1,ARVEJA,SAMACA,2011B
130,125,176,1.41,ARVEJA,TOCA,2011B
100,80,128,1.6,ARVEJA,BOYACA,2011B
100,100,100,1,ARVEJA,TUNJA,2011B
92,92,138,1.5,ARVEJA,SORACA,2011B
90,90,162,1.8,ARVEJA,CUCAITA,2011B
80,60,120,2,ARVEJA,CHIQUINQUIRA,2011B
51,20,26,1.3,ARVEJA,BUENAVISTA,2011B
51,51,92,1.8,ARVEJA,CHIQUIZA,2011B
51,41,29,0.7,ARVEJA,SABOYA,2011B
51,36,50,1.4,ARVEJA,TOTA,2011B
50,45,63,1.4,ARVEJA,VENTAQUEMADA,2011B
45,35,49,1.4,ARVEJA,UMBITA,2011B
40,35,53,1.5,ARVEJA,COMBITA,2011B
35,35,70,2,ARVEJA,JENESANO,2011B
35,25,33,1.3,ARVEJA,NUEVO COLON,2011B
35,35,39,1.1,ARVEJA,TENZA,2011B
31,31,37,1.2,ARVEJA,CUITIVA,2011B
30,28,28,1,ARVEJA,ARCABUCO,2011B
30,3,4,1.2,ARVEJA,BELEN,2011B
30,15,9,0.6,ARVEJA,BOAVITA,2011B
30,30,30,1,ARVEJA,GUATEQUE,2011B
30,30,60,2,ARVEJA,MONGUA,2011B
30,30,33,1.1,ARVEJA,VIRACACHA,2011B
29,24,43,1.8,ARVEJA,MONGUI,2011B
25,25,35,1.4,ARVEJA,OICATA,2011B
25,15,29,1.9,ARVEJA,PESCA,2011B
20,16,16,1,ARVEJA,CHIVATA,2011B
20,20,20,1,ARVEJA,RAQUIRA,2011B
20,20,22,1.12,ARVEJA,RONDON,2011B
20,18,20,1.1,ARVEJA,SOGAMOSO,2011B
20,18,38,2.1,ARVEJA,SORA,2011B
20,20,32,1.6,ARVEJA,SOTAQUIRA,2011B
20,20,22,1.1,ARVEJA,TIBANA,2011B
20,19,34,1.8,ARVEJA,TINJACA,2011B
17,17,36,2.1,ARVEJA,GARAGOA,2011B
15,10,17,1.7,ARVEJA,PACHAVITA,2011B
15,14,15,1.05,ARVEJA,SOCOTA,2011B
14,13,9,0.7,ARVEJA,CHINAVITA,2011B
12,12,22,1.8,ARVEJA,GACHANTIVA,2011B
12,11,13,1.2,ARVEJA,MIRAFLORES,2011B
12,12,13,1.1,ARVEJA,SANTA ROSA DE VITERBO,2011B
12,11,21,1.9,ARVEJA,TASCO,2011B
10,10,18,1.8,ARVEJA,ALMEIDA,2011B
10,10,7,0.7,ARVEJA,CALDAS,2011B
10,8,6,0.7,ARVEJA,CHITA,2011B
10,10,12,1.2,ARVEJA,GAMEZA,2011B
10,10,20,2,ARVEJA,LA CAPILLA,2011B
10,9,15,1.7,ARVEJA,RAMIRIQUI,2011B
10,10,13,1.3,ARVEJA,TOPAGA,2011B
8,7,18,2.5,ARVEJA,CHISCAS,2011B
8,8,14,1.8,ARVEJA,SUTAMARCHAN,2011B
8,8,7,0.91,ARVEJA,SUTATENZA,2011B
8,3,5,1.8,ARVEJA,TUTA,2011B
7,7,9,1.23,ARVEJA,TURMEQUE,2011B
6,6,9,1.42,ARVEJA,CORRALES,2011B
5,5,5,1,ARVEJA,CHIVOR,2011B
5,5,9,1.8,ARVEJA,MACANAL,2011B
5,3,5,1.8,ARVEJA,PISBA,2011B
5,5,4,0.7,ARVEJA,SAN EDUARDO,2011B
5,5,8,1.6,ARVEJA,SANTA SOFIA,2011B
4,3,8,2.5,ARVEJA,CERINZA,2011B
4,4,5,1.3,ARVEJA,VILLA DE LEYVA,2011B
3,3,3,1,ARVEJA,PAZ DE RIO,2011B
3,3,3,1.1,ARVEJA,SOATA,2011B
3,3,5,1.5,ARVEJA,TIPACOQUE,2011B
2,2,2,1,ARVEJA,BUSBANZA,2011B
2,2,2,0.88,ARVEJA,GUICAN,2011B
2,2,3,1.4,ARVEJA,PAIPA,2011B
1,1,1,1,ARVEJA,BETEITIVA,2011B
800,800,1200,1.5,ARVEJA,SIACHOQUE,2012A
400,400,490,1.23,ARVEJA,CIENEGA,2012A
154,154,246,1.6,ARVEJA,BOYACA,2012A
121,120,258,2.15,ARVEJA,SAMACA,2012A
120,110,242,2.2,ARVEJA,PESCA,2012A
120,100,100,1,ARVEJA,SABOYA,2012A
100,100,150,1.5,ARVEJA,SORACA,2012A
100,80,132,1.65,ARVEJA,TOCA,2012A
80,70,140,2,ARVEJA,SAN MIGUEL DE SEMA,2012A
71,71,75,1.05,ARVEJA,TUNJA,2012A
70,70,140,2,ARVEJA,TOTA,2012A
60,55,83,1.5,ARVEJA,CHIQUINQUIRA,2012A
60,35,63,1.8,ARVEJA,CUCAITA,2012A
51,51,38,0.75,ARVEJA,UMBITA,2012A
50,45,45,1,ARVEJA,ARCABUCO,2012A
50,25,40,1.6,ARVEJA,FIRAVITOBA,2012A
50,45,45,1,ARVEJA,SOCHA,2012A
48,32,43,1.34,ARVEJA,BUENAVISTA,2012A
38,38,42,1.1,ARVEJA,TENZA,2012A
32,25,20,0.8,ARVEJA,CHIVATA,2012A
30,30,42,1.4,ARVEJA,COMBITA,2012A
30,25,63,2.5,ARVEJA,MONGUA,2012A
30,15,30,2,ARVEJA,SOGAMOSO,2012A
30,28,29,1.05,ARVEJA,TASCO,2012A
25,20,14,0.7,ARVEJA,CHITA,2012A
25,23,23,1,ARVEJA,CUITIVA,2012A
25,25,38,1.5,ARVEJA,LA UVITA,2012A
21,20,60,3,ARVEJA,SANTA ROSA DE VITERBO,2012A
20,20,40,2,ARVEJA,BELEN,2012A
20,20,33,1.65,ARVEJA,JENESANO,2012A
20,19,27,1.4,ARVEJA,MIRAFLORES,2012A
20,20,20,1,ARVEJA,RAQUIRA,2012A
20,20,20,1,ARVEJA,SOCOTA,2012A
18,16,29,1.8,ARVEJA,MONGUI,2012A
18,15,23,1.52,ARVEJA,RAMIRIQUI,2012A
16,16,30,1.86,ARVEJA,RONDON,2012A
16,15,30,2,ARVEJA,TIBANA,2012A
15,15,24,1.58,ARVEJA,GARAGOA,2012A
15,15,23,1.5,ARVEJA,SOTAQUIRA,2012A
15,13,26,2,ARVEJA,SUTAMARCHAN,2012A
15,8,14,1.8,ARVEJA,TINJACA,2012A
13,13,19,1.47,ARVEJA,GAMEZA,2012A
12,12,22,1.8,ARVEJA,VIRACACHA,2012A
12,9,27,3,ARVEJA,NOBSA,2012A
12,10,17,1.7,ARVEJA,TUTA,2012A
10,9,18,2,ARVEJA,CHISCAS,2012A
10,8,20,2.5,ARVEJA,CORRALES,2012A
10,10,25,2.5,ARVEJA,SANTA SOFIA,2012A
10,8,20,2.5,ARVEJA,TOPAGA,2012A
10,10,30,3,ARVEJA,VENTAQUEMADA,2012A
8,8,6,0.8,ARVEJA,GACHANTIVA,2012A
7,7,13,1.9,ARVEJA,ALMEIDA,2012A
5,5,13,2.5,ARVEJA,TIBASOSA,2012A
5,5,2,0.4,ARVEJA,BOAVITA,2012A
5,5,6,1.1,ARVEJA,DUITAMA,2012A
5,5,5,1,ARVEJA,FLORESTA,2012A
5,4,4,1,ARVEJA,LABRANZAGRANDE,2012A
5,5,9,1.8,ARVEJA,MACANAL,2012A
5,4,6,1.5,ARVEJA,SUSACON,2012A
5,5,10,2,ARVEJA,TURMEQUE,2012A
5,5,6,1.2,ARVEJA,VILLA DE LEYVA,2012A
4,4,8,2.1,ARVEJA,PACHAVITA,2012A
4,3,4,1.4,ARVEJA,PAIPA,2012A
4,4,4,1,ARVEJA,SATIVANORTE,2012A
4,4,4,1.1,ARVEJA,SOATA,2012A
3,3,2,0.7,ARVEJA,BETEITIVA,2012A
3,3,5,1.52,ARVEJA,CHINAVITA,2012A
3,3,3,1,ARVEJA,CHIVOR,2012A
3,3,4,1.4,ARVEJA,GUATEQUE,2012A
3,2,4,2,ARVEJA,OICATA,2012A
3,2,1,0.5,ARVEJA,PAYA,2012A
3,3,5,1.5,ARVEJA,TIPACOQUE,2012A
2,2,3,2,ARVEJA,CERINZA,2012A
2,2,3,2,ARVEJA,LA CAPILLA,2012A
2,2,1,0.5,ARVEJA,PISBA,2012A
2,2,3,2.1,ARVEJA,SUTATENZA,2012A
2,2,3,2,ARVEJA,JERICO,2012A
1,1,0,0.4,ARVEJA,SATIVASUR,2012A
400,400,490,1.23,ARVEJA,CIENEGA,2012B
120,80,88,1.1,ARVEJA,SABOYA,2012B
100,100,180,1.8,ARVEJA,CUCAITA,2012B
100,80,160,2,ARVEJA,SAN MIGUEL DE SEMA,2012B
100,100,165,1.65,ARVEJA,TOCA,2012B
95,95,143,1.5,ARVEJA,SORACA,2012B
85,85,60,0.7,ARVEJA,UMBITA,2012B
80,75,160,2.14,ARVEJA,SAMACA,2012B
60,60,90,1.5,ARVEJA,SIACHOQUE,2012B
60,50,150,3,ARVEJA,VENTAQUEMADA,2012B
59,50,110,2.2,ARVEJA,PESCA,2012B
50,40,48,1.2,ARVEJA,CHIQUINQUIRA,2012B
50,50,50,1,ARVEJA,SOCHA,2012B
50,50,53,1.05,ARVEJA,TUNJA,2012B
45,10,10,1,ARVEJA,ARCABUCO,2012B
45,45,50,1.1,ARVEJA,TENZA,2012B
35,18,24,1.33,ARVEJA,BUENAVISTA,2012B
35,27,22,0.81,ARVEJA,CHIVATA,2012B
30,30,42,1.4,ARVEJA,COMBITA,2012B
30,28,25,0.88,ARVEJA,MONGUA,2012B
30,25,50,2,ARVEJA,SOGAMOSO,2012B
30,30,32,1.05,ARVEJA,TASCO,2012B
29,24,43,1.8,ARVEJA,MONGUI,2012B
26,26,36,1.4,ARVEJA,GUATEQUE,2012B
25,23,23,1,ARVEJA,CUITIVA,2012B
25,13,18,1.4,ARVEJA,FIRAVITOBA,2012B
25,20,33,1.65,ARVEJA,JENESANO,2012B
25,25,50,2,ARVEJA,TOTA,2012B
20,20,40,2,ARVEJA,BELEN,2012B
20,20,20,1,ARVEJA,RAQUIRA,2012B
20,18,36,2,ARVEJA,TIBANA,2012B
20,20,36,1.8,ARVEJA,TINJACA,2012B
18,18,53,3,ARVEJA,SANTA ROSA DE VITERBO,2012B
18,18,20,1.1,ARVEJA,SOTAQUIRA,2012B
15,15,30,2,ARVEJA,GARAGOA,2012B
15,15,29,1.9,ARVEJA,PACHAVITA,2012B
15,13,26,2,ARVEJA,SUTAMARCHAN,2012B
12,12,22,1.8,ARVEJA,VIRACACHA,2012B
12,8,24,3,ARVEJA,NOBSA,2012B
12,12,19,1.55,ARVEJA,RONDON,2012B
12,10,10,1,ARVEJA,SOCOTA,2012B
10,8,4,0.5,ARVEJA,BOAVITA,2012B
10,8,6,0.7,ARVEJA,CHITA,2012B
10,9,11,1.2,ARVEJA,MIRAFLORES,2012B
10,10,20,2,ARVEJA,NUEVO COLON,2012B
10,9,15,1.7,ARVEJA,RAMIRIQUI,2012B
10,10,20,2,ARVEJA,TURMEQUE,2012B
10,10,17,1.7,ARVEJA,TUTA,2012B
8,8,16,2,ARVEJA,CHISCAS,2012B
8,8,11,1.4,ARVEJA,LA CAPILLA,2012B
7,6,15,2.5,ARVEJA,TOPAGA,2012B
5,2,2,1.05,ARVEJA,BUSBANZA,2012B
5,5,13,2.5,ARVEJA,CORRALES,2012B
5,5,9,1.75,ARVEJA,LA UVITA,2012B
5,5,9,1.8,ARVEJA,MACANAL,2012B
5,4,2,0.5,ARVEJA,PAYA,2012B
5,5,6,1.23,ARVEJA,SAN EDUARDO,2012B
4,4,4,1.1,ARVEJA,DUITAMA,2012B
4,3,3,1,ARVEJA,LABRANZAGRANDE,2012B
4,4,6,1.4,ARVEJA,PAIPA,2012B
4,4,2,0.5,ARVEJA,PISBA,2012B
4,4,4,1,ARVEJA,SATIVANORTE,2012B
3,3,5,1.52,ARVEJA,CHINAVITA,2012B
3,3,4,1.6,ARVEJA,OICATA,2012B
3,3,3,1.1,ARVEJA,SOATA,2012B
2,2,3,2,ARVEJA,CERINZA,2012B
2,1,3,2,ARVEJA,JERICO,2012B
1,1,1,0.8,ARVEJA,GACHANTIVA,2012B
1,1,0,0.2,ARVEJA,GUACAMAYAS,2012B
500,500,525,1.05,ARVEJA,TUNJA,2013A
400,400,490,1.23,ARVEJA,CIENEGA,2013A
179,179,537,3,ARVEJA,PESCA,2013A
150,130,195,1.5,ARVEJA,BOYACA,2013A
150,150,189,1.26,ARVEJA,SAMACA,2013A
132,132,264,2,ARVEJA,SABOYA,2013A
120,120,76,0.63,ARVEJA,VIRACACHA,2013A
100,100,63,0.63,ARVEJA,RAQUIRA,2013A
100,100,123,1.23,ARVEJA,TIBANA,2013A
100,100,175,1.75,ARVEJA,TOCA,2013A
95,95,190,2,ARVEJA,SORACA,2013A
90,60,120,2,ARVEJA,SAN MIGUEL DE SEMA,2013A
70,70,123,1.75,ARVEJA,FIRAVITOBA,2013A
70,70,140,2,ARVEJA,TOTA,2013A
60,60,72,1.2,ARVEJA,CHIQUINQUIRA,2013A
60,45,81,1.8,ARVEJA,CUCAITA,2013A
51,51,38,0.75,ARVEJA,UMBITA,2013A
50,50,55,1.1,ARVEJA,SIACHOQUE,2013A
50,45,16,0.35,ARVEJA,SOCHA,2013A
45,40,28,0.7,ARVEJA,CALDAS,2013A
40,35,35,1,ARVEJA,ARCABUCO,2013A
40,32,16,0.48,ARVEJA,CHIVATA,2013A
40,35,43,1.23,ARVEJA,RAMIRIQUI,2013A
30,30,42,1.4,ARVEJA,COMBITA,2013A
30,30,90,3,ARVEJA,SOGAMOSO,2013A
25,25,25,1,ARVEJA,BUENAVISTA,2013A
25,23,28,1.2,ARVEJA,CUITIVA,2013A
25,25,22,0.88,ARVEJA,LA UVITA,2013A
25,25,50,2,ARVEJA,SUTAMARCHAN,2013A
20,20,35,1.75,ARVEJA,BELEN,2013A
20,20,28,1.4,ARVEJA,GARAGOA,2013A
20,18,11,0.6,ARVEJA,JENESANO,2013A
20,20,40,1.98,ARVEJA,OICATA,2013A
20,20,42,2.1,ARVEJA,SOCOTA,2013A
18,18,19,1.05,ARVEJA,MONGUI,2013A
17,17,43,2.5,ARVEJA,SOTAQUIRA,2013A
16,16,48,3,ARVEJA,SANTA ROSA DE VITERBO,2013A
14,14,35,2.5,ARVEJA,CORRALES,2013A
14,14,28,2,ARVEJA,RONDON,2013A
12,12,13,1.1,ARVEJA,GAMEZA,2013A
12,12,36,3,ARVEJA,NOBSA,2013A
12,10,6,0.6,ARVEJA,TUTA,2013A
10,8,6,0.7,ARVEJA,CHITA,2013A
10,10,10,1,ARVEJA,CHIVOR,2013A
10,10,25,2.5,ARVEJA,SANTA SOFIA,2013A
10,10,10,1,ARVEJA,SATIVANORTE,2013A
