area sembrada,area cosechada,produccion,rendimiento,cultivo,municipio,PERIODO
70,50,1000,20,PAPA,SUTAMARCHAN,2011A
65,65,653,10,PAPA,FLORESTA,2011A
60,30,240,8,PAPA,DUITAMA,2011A
58,58,521,9,PAPA,SANTA SOFIA,2011A
50,45,450,10,PAPA,LA UVITA,2011A
43,42,1871,44.55,PAPA,TURMEQUE,2011A
42,42,506,12,PAPA,CUITIVA,2011A
40,10,133,13.3,PAPA,TIBASOSA,2011A
38,35,490,14,PAPA,SANTA ROSA DE VITERBO,2011A
37,37,668,18.04,PAPA,IZA,2011A
37,37,608,16.5,PAPA,SATIVANORTE,2011A
36,30,600,20,PAPA,CHISCAS,2011A
30,20,240,12,PAPA,TUTA,2011A
26,25,400,16,PAPA,TINJACA,2011A
21,21,316,15,PAPA,GACHANTIVA,2011A
21,21,210,10,PAPA,PAUNA,2011A
20,19,95,5,PAPA,GUACAMAYAS,2011A
20,9,108,12,PAPA,NUEVO COLON,2011A
18,17,472,28,PAPA,CHINAVITA,2011A
17,17,9,0.5,PAPA,SATIVASUR,2011A
16,16,237,15,PAPA,PAZ DE RIO,2011A
15,15,165,11,PAPA,GARAGOA,2011A
15,15,180,12,PAPA,LABRANZAGRANDE,2011A
15,14,109,8,PAPA,SOMONDOCO,2011A
13,13,91,7,PAPA,ALMEIDA,2011A
11,11,40,3.8,PAPA,RONDON,2011A
10,10,60,6,PAPA,EL ESPINO,2011A
10,10,300,30,PAPA,PACHAVITA,2011A
9,9,64,6.78,PAPA,CORRALES,2011A
9,9,45,5,PAPA,BUSBANZA,2011A
5,5,75,15,PAPA,BETEITIVA,2011A
5,5,50,10,PAPA,SOATA,2011A
2,2,19,10,PAPA,CHIVOR,2011A
2,2,14,7,PAPA,GUATEQUE,2011A
3140,3140,77150,24.57,PAPA,TUNJA,2011B
2300,2300,25070,10.9,PAPA,VENTAQUEMADA,2011B
1986,1706,25252,14.8,PAPA,SIACHOQUE,2011B
1685,1685,33700,20,PAPA,SAMACA,2011B
1137,1052,21040,20,PAPA,ARCABUCO,2011B
1000,874,19102,21.86,PAPA,SABOYA,2011B
948,895,15675,17.51,PAPA,CHIQUIZA,2011B
758,758,15160,20,PAPA,SORACA,2011B
700,650,3900,6,PAPA,TOCA,2011B
600,550,6600,12,PAPA,SOGAMOSO,2011B
500,500,4600,9.2,PAPA,MOTAVITA,2011B
500,500,15000,30,PAPA,TUTAZA,2011B
400,400,4800,12,PAPA,CUCAITA,2011B
350,250,3850,15.4,PAPA,UMBITA,2011B
300,240,3600,15,PAPA,COMBITA,2011B
290,280,3350,11.96,PAPA,CIENEGA,2011B
279,279,4244,15.21,PAPA,SOTAQUIRA,2011B
250,250,3000,12,PAPA,EL COCUY,2011B
230,200,1600,8,PAPA,MONGUA,2011B
190,190,3890,20.47,PAPA,VIRACACHA,2011B
170,140,1520,10.86,PAPA,CHIQUINQUIRA,2011B
158,126,3780,30,PAPA,AQUITANIA,2011B
158,158,1896,12,PAPA,JENESANO,2011B
137,137,3315,24.2,PAPA,CALDAS,2011B
126,126,2315,18.33,PAPA,JERICO,2011B
105,95,1705,18,PAPA,CHITA,2011B
105,105,1575,15,PAPA,TOTA,2011B
100,100,1200,12,PAPA,GAMEZA,2011B
95,95,1140,12,PAPA,PAIPA,2011B
95,95,1137,12,PAPA,GUICAN,2011B
90,90,1080,12,PAPA,CERINZA,2011B
90,90,2700,30,PAPA,SUSACON,2011B
84,79,1027,13,PAPA,TASCO,2011B
80,70,613,8.75,PAPA,SORA,2011B
76,63,1251,19.8,PAPA,MONGUI,2011B
70,70,1400,20,PAPA,SUTAMARCHAN,2011B
70,70,350,5,PAPA,TIBANA,2011B
63,15,225,15,PAPA,BUENAVISTA,2011B
58,42,533,12.69,PAPA,CHIVATA,2011B
53,53,954,18,PAPA,RAMIRIQUI,2011B
53,53,790,15,PAPA,PESCA,2011B
53,53,948,18,PAPA,CUITIVA,2011B
50,50,500,10,PAPA,RAQUIRA,2011B
48,48,305,6.3,PAPA,VILLA DE LEYVA,2011B
40,40,532,13.3,PAPA,TIBASOSA,2011B
39,39,698,17.88,PAPA,IZA,2011B
37,37,590,16,PAPA,SATIVANORTE,2011B
36,34,476,14,PAPA,SANTA ROSA DE VITERBO,2011B
32,26,260,10,PAPA,PAUNA,2011B
30,30,1275,42.5,PAPA,TURMEQUE,2011B
30,25,300,12,PAPA,TUTA,2011B
28,23,197,8.5,PAPA,SANTA SOFIA,2011B
26,26,395,15,PAPA,GACHANTIVA,2011B
25,19,380,20,PAPA,CHISCAS,2011B
25,25,300,12,PAPA,NUEVO COLON,2011B
21,20,320,16,PAPA,TINJACA,2011B
20,20,360,18,PAPA,OICATA,2011B
15,15,375,25,PAPA,PACHAVITA,2011B
12,12,6,0.5,PAPA,SATIVASUR,2011B
11,11,40,3.75,PAPA,RONDON,2011B
10,10,110,11,PAPA,GARAGOA,2011B
9,9,59,6.55,PAPA,CORRALES,2011B
8,8,126,15,PAPA,PAZ DE RIO,2011B
8,8,63,8,PAPA,SOMONDOCO,2011B
6,6,60,10,PAPA,SOATA,2011B
2,2,30,15,PAPA,BETEITIVA,2011B
2,2,14,7,PAPA,GUATEQUE,2011B
3000,3000,36000,12,PAPA,SIACHOQUE,2012A
2800,2650,39750,15,PAPA,TUNJA,2012A
2000,1900,47500,25,PAPA,VENTAQUEMADA,2012A
1200,1100,11000,10,PAPA,TOCA,2012A
1050,850,17000,20,PAPA,ARCABUCO,2012A
1014,254,8128,32,PAPA,TUTAZA,2012A
895,895,15975,17.85,PAPA,BELEN,2012A
801,790,23685,30,PAPA,SAMACA,2012A
800,750,7500,10,PAPA,CHIQUIZA,2012A
745,745,14900,20,PAPA,SORACA,2012A
700,700,12600,18,PAPA,COMBITA,2012A
670,550,16128,29.32,PAPA,SABOYA,2012A
600,540,7695,14.25,PAPA,MOTAVITA,2012A
600,500,6000,12,PAPA,SOGAMOSO,2012A
540,520,18200,35,PAPA,OICATA,2012A
451,451,6765,15,PAPA,SOTAQUIRA,2012A
400,400,6000,15,PAPA,TOTA,2012A
360,360,5760,16,PAPA,UMBITA,2012A
350,350,5250,15,PAPA,GAMEZA,2012A
324,302,7550,25,PAPA,AQUITANIA,2012A
300,300,3600,12,PAPA,EL COCUY,2012A
290,290,3625,12.5,PAPA,CIENEGA,2012A
290,280,4592,16.4,PAPA,PESCA,2012A
270,234,3940,16.84,PAPA,CHIVATA,2012A
250,250,3750,15,PAPA,CUCAITA,2012A
250,250,4025,16.1,PAPA,VIRACACHA,2012A
247,247,2082,8.43,PAPA,NUEVO COLON,2012A
220,200,8000,40,PAPA,SAN MIGUEL DE SEMA,2012A
215,210,6300,30,PAPA,JERICO,2012A
211,190,2660,14,PAPA,CALDAS,2012A
207,155,5425,35,PAPA,BOYACA,2012A
195,180,3240,18,PAPA,CHITA,2012A
190,185,2831,15.3,PAPA,FIRAVITOBA,2012A
180,180,2160,12,PAPA,JENESANO,2012A
170,160,1920,12,PAPA,MONGUA,2012A
150,150,1950,13,PAPA,TASCO,2012A
140,130,1690,13,PAPA,TIBANA,2012A
110,110,3300,30,PAPA,SOCOTA,2012A
110,100,1200,12,PAPA,TURMEQUE,2012A
107,107,1926,18,PAPA,RAMIRIQUI,2012A
105,95,1425,15,PAPA,PAIPA,2012A
100,95,1140,12,PAPA,SOCHA,2012A
100,96,768,8,PAPA,TUTA,2012A
98,92,1819,19.77,PAPA,MONGUI,2012A
95,90,1080,12,PAPA,GUICAN,2012A
90,80,640,8,PAPA,CHIQUINQUIRA,2012A
90,75,1125,15,PAPA,LA UVITA,2012A
90,90,1530,17,PAPA,SATIVANORTE,2012A
87,83,1140,13.73,PAPA,BUENAVISTA,2012A
80,80,800,10,PAPA,RAQUIRA,2012A
80,80,1280,16,PAPA,SORA,2012A
80,80,1440,18,PAPA,SUTAMARCHAN,2012A
80,80,960,12,PAPA,VILLA DE LEYVA,2012A
70,58,1740,30,PAPA,SUSACON,2012A
60,45,405,9,PAPA,DUITAMA,2012A
60,60,600,10,PAPA,FLORESTA,2012A
50,50,500,10,PAPA,SANTA SOFIA,2012A
40,40,400,10,PAPA,CUITIVA,2012A
40,40,480,12,PAPA,TIBASOSA,2012A
39,39,539,14,PAPA,SANTA ROSA DE VITERBO,2012A
37,37,668,18.04,PAPA,IZA,2012A
30,25,500,20,PAPA,CHISCAS,2012A
30,25,125,5,PAPA,PANQUEBA,2012A
25,25,160,6.4,PAPA,GACHANTIVA,2012A
22,20,120,6,PAPA,GUACAMAYAS,2012A
22,18,288,16,PAPA,TINJACA,2012A
21,21,210,10,PAPA,PAUNA,2012A
20,18,126,7,PAPA,CORRALES,2012A
20,20,240,12,PAPA,EL ESPINO,2012A
18,11,48,4.4,PAPA,RONDON,2012A
15,13,130,10,PAPA,TOPAGA,2012A
12,12,90,7.5,PAPA,ALMEIDA,2012A
12,12,132,11,PAPA,GARAGOA,2012A
12,10,50,5,PAPA,SATIVASUR,2012A
11,11,165,15,PAPA,BETEITIVA,2012A
11,9,171,19,PAPA,NOBSA,2012A
8,6,90,15,PAPA,CERINZA,2012A
8,8,96,12,PAPA,PACHAVITA,2012A
6,6,198,33,PAPA,CHINAVITA,2012A
5,5,50,10,PAPA,SOATA,2012A
4,2,20,10,PAPA,BUSBANZA,2012A
4,3,18,6,PAPA,LABRANZAGRANDE,2012A
2,2,11,7,PAPA,GUATEQUE,2012A
2,2,24,12,PAPA,PAJARITO,2012A
2500,2500,50000,20,PAPA,VENTAQUEMADA,2012B
2000,2000,24000,12,PAPA,SIACHOQUE,2012B
1300,1300,26000,20,PAPA,TUNJA,2012B
1050,800,16000,20,PAPA,ARCABUCO,2012B
1000,1000,10000,10,PAPA,TOCA,2012B
840,840,13440,16,PAPA,UMBITA,2012B
740,740,14800,20,PAPA,SORACA,2012B
620,510,11100,21.76,PAPA,SABOYA,2012B
601,600,18000,30,PAPA,SAMACA,2012B
600,600,10800,18,PAPA,COMBITA,2012B
500,420,4700,11.19,PAPA,MOTAVITA,2012B
500,500,6000,12,PAPA,SOGAMOSO,2012B
500,500,15000,30,PAPA,TUTAZA,2012B
450,430,15050,35,PAPA,OICATA,2012B
400,400,6000,15,PAPA,CUCAITA,2012B
373,373,5595,15,PAPA,SOTAQUIRA,2012B
330,330,5306,16.08,PAPA,VIRACACHA,2012B
320,220,2640,12,PAPA,MONGUA,2012B
290,290,3625,12.5,PAPA,CIENEGA,2012B
250,250,3000,12,PAPA,EL COCUY,2012B
224,218,6104,28,PAPA,JERICO,2012B
200,180,2160,12,PAPA,JENESANO,2012B
200,200,2400,12,PAPA,TOTA,2012B
185,185,2405,13,PAPA,TASCO,2012B
160,160,1280,8,PAPA,TUTA,2012B
158,126,3780,30,PAPA,AQUITANIA,2012B
150,140,2142,15.3,PAPA,FIRAVITOBA,2012B
150,140,1680,12,PAPA,TURMEQUE,2012B
130,115,1870,16.26,PAPA,CHIVATA,2012B
130,120,1560,13,PAPA,TIBANA,2012B
124,120,1968,16.4,PAPA,PESCA,2012B
105,100,1800,18,PAPA,CHITA,2012B
100,95,1140,12,PAPA,SOCHA,2012B
90,90,1350,15,PAPA,PAIPA,2012B
90,90,1530,17,PAPA,SATIVANORTE,2012B
80,80,800,10,PAPA,RAQUIRA,2012B
80,80,1440,18,PAPA,SUTAMARCHAN,2012B
76,63,1251,19.8,PAPA,MONGUI,2012B
75,68,816,12,PAPA,DUITAMA,2012B
73,73,1168,16,PAPA,SORA,2012B
70,60,420,7,PAPA,CHIQUINQUIRA,2012B
70,60,1920,32,PAPA,SUSACON,2012B
60,55,660,12,PAPA,GUICAN,2012B
53,53,954,18,PAPA,RAMIRIQUI,2012B
40,40,480,12,PAPA,CUITIVA,2012B
40,40,480,12,PAPA,TIBASOSA,2012B
39,39,698,17.88,PAPA,IZA,2012B
37,36,504,14,PAPA,SANTA ROSA DE VITERBO,2012B
36,28,280,10,PAPA,PAUNA,2012B
32,32,192,6,PAPA,GUACAMAYAS,2012B
30,6,96,16,PAPA,BUENAVISTA,2012B
30,30,600,20,PAPA,CHISCAS,2012B
30,30,450,15,PAPA,LA UVITA,2012B
25,25,400,16,PAPA,TINJACA,2012B
16,12,180,15,PAPA,CERINZA,2012B
16,16,240,15,PAPA,PAZ DE RIO,2012B
15,15,105,7,PAPA,GACHANTIVA,2012B
12,12,228,19,PAPA,PACHAVITA,2012B
10,10,130,13,PAPA,GARAGOA,2012B
8,8,64,8,PAPA,SOMONDOCO,2012B
6,6,60,10,PAPA,SOATA,2012B
6,6,55,10,PAPA,BETEITIVA,2012B
5,4,24,6,PAPA,LABRANZAGRANDE,2012B
3,3,21,7,PAPA,CORRALES,2012B
2,2,68,34,PAPA,CHINAVITA,2012B
2,2,13,7,PAPA,GUATEQUE,2012B
3200,3200,64000,20,PAPA,TUNJA,2013A
2500,2500,30000,12,PAPA,SIACHOQUE,2013A
1430,1430,41470,29,PAPA,SABOYA,2013A
1052,900,18000,20,PAPA,ARCABUCO,2013A
1014,1014,18252,18,PAPA,TUTAZA,2013A
1000,900,10800,12,PAPA,TOCA,2013A
850,850,15300,18,PAPA,BELEN,2013A
850,800,8000,10,PAPA,CHIQUIZA,2013A
800,800,8400,10.5,PAPA,RAQUIRA,2013A
800,800,12800,16,PAPA,VENTAQUEMADA,2013A
750,750,13500,18,PAPA,COMBITA,2013A
700,700,17500,25,PAPA,SAMACA,2013A
700,700,14000,20,PAPA,SORACA,2013A
600,600,8400,14,PAPA,SOGAMOSO,2013A
550,550,8250,15,PAPA,MOTAVITA,2013A
450,450,6750,15,PAPA,OICATA,2013A
414,414,9522,23,PAPA,PESCA,2013A
399,348,8707,25,PAPA,CHIVATA,2013A
370,370,5550,15,PAPA,GAMEZA,2013A
360,360,5760,16,PAPA,UMBITA,2013A
351,351,5616,16,PAPA,SOTAQUIRA,2013A
350,350,7000,20,PAPA,TOTA,2013A
320,290,4901,16.9,PAPA,VIRACACHA,2013A
310,310,7750,25,PAPA,AQUITANIA,2013A
300,300,3600,12,PAPA,EL COCUY,2013A
300,280,3920,14,PAPA,NUEVO COLON,2013A
270,270,3375,12.5,PAPA,CIENEGA,2013A
250,250,6250,25,PAPA,TIBANA,2013A
230,230,3450,15,PAPA,CUCAITA,2013A
220,220,3740,17,PAPA,JENESANO,2013A
220,180,3600,20,PAPA,SAN MIGUEL DE SEMA,2013A
200,190,3420,18,PAPA,BOYACA,2013A
200,180,2160,12,PAPA,CHITA,2013A
200,200,2000,10,PAPA,JERICO,2013A
194,194,2328,12,PAPA,CALDAS,2013A
170,150,1725,11.5,PAPA,FIRAVITOBA,2013A
170,170,2040,12,PAPA,MONGUA,2013A
150,140,2800,20,PAPA,RAMIRIQUI,2013A
110,90,1170,13,PAPA,GUICAN,2013A
110,110,3190,29,PAPA,SOCOTA,2013A
110,100,2000,20,PAPA,TURMEQUE,2013A
100,95,1140,12,PAPA,SOCHA,2013A
100,100,2500,25,PAPA,SORA,2013A
100,96,768,8,PAPA,TUTA,2013A
94,94,1862,19.78,PAPA,MONGUI,2013A
90,80,640,8,PAPA,CHIQUINQUIRA,2013A
90,85,893,10.5,PAPA,LA UVITA,2013A
90,90,1530,17,PAPA,SATIVANORTE,2013A
80,80,1200,15,PAPA,PAIPA,2013A
80,75,900,12,PAPA,VILLA DE LEYVA,2013A
75,75,1125,15,PAPA,SUTAMARCHAN,2013A
65,65,2080,32,PAPA,SUSACON,2013A
60,60,720,12,PAPA,DUITAMA,2013A
60,50,500,10,PAPA,FLORESTA,2013A
60,60,480,8,PAPA,TASCO,2013A
55,55,550,10,PAPA,SANTA SOFIA,2013A
50,50,1000,20,PAPA,CHISCAS,2013A
40,40,400,10,PAPA,CUITIVA,2013A
40,40,800,20,PAPA,TIBASOSA,2013A
35,35,630,18,PAPA,IZA,2013A
35,35,490,14,PAPA,SANTA ROSA DE VITERBO,2013A
30,25,225,9,PAPA,PANQUEBA,2013A
24,24,360,15,PAPA,RONDON,2013A
22,22,176,8,PAPA,SATIVASUR,2013A
22,18,216,12,PAPA,TINJACA,2013A
20,20,160,8,PAPA,CORRALES,2013A
20,20,200,10,PAPA,EL ESPINO,2013A
20,18,180,10,PAPA,GACHANTIVA,2013A
20,18,108,6,PAPA,GUACAMAYAS,2013A
15,13,130,10,PAPA,TOPAGA,2013A
14,14,168,12,PAPA,PAZ DE RIO,2013A
14,13,104,8,PAPA,SOMONDOCO,2013A
13,13,156,12,PAPA,GARAGOA,2013A
11,11,110,10,PAPA,BETEITIVA,2013A
11,11,154,14,PAPA,NOBSA,2013A
10,10,100,10,PAPA,PACHAVITA,2013A
9,9,59,6.5,PAPA,ALMEIDA,2013A
8,6,90,15,PAPA,CERINZA,2013A
6,6,198,33,PAPA,CHINAVITA,2013A
5,4,24,6,PAPA,LABRANZAGRANDE,2013A
5,5,50,10,PAPA,SOATA,2013A
4,2,20,10,PAPA,BUSBANZA,2013A
1,1,12,12,PAPA,PAJARITO,2013A
3000,3000,45000,15,PAPA,SIACHOQUE,2013B
3000,2500,62500,25,PAPA,VENTAQUEMADA,2013B
1700,1600,32000,20,PAPA,TUNJA,2013B
1200,1200,28800,24,PAPA,SORACA,2013B
1030,1020,20400,20,PAPA,SABOYA,2013B
1000,900,10800,12,PAPA,TOCA,2013B
980,560,11200,20,PAPA,ARCABUCO,2013B
900,900,13500,15,PAPA,BELEN,2013B
850,840,13440,16,PAPA,UMBITA,2013B
600,600,6300,10.5,PAPA,RAQUIRA,2013B
600,600,18000,30,PAPA,SAMACA,2013B
500,500,6000,12,PAPA,SOGAMOSO,2013B
500,500,16000,32,PAPA,TUTAZA,2013B
400,400,7200,18,PAPA,COMBITA,2013B
400,354,4878,13.78,PAPA,MOTAVITA,2013B
390,380,6460,17,PAPA,VIRACACHA,2013B
370,370,5550,15,PAPA,GAMEZA,2013B
360,360,5760,16,PAPA,SOTAQUIRA,2013B
350,350,5250,15,PAPA,CUCAITA,2013B
270,270,3375,12.5,PAPA,CIENEGA,2013B
270,260,3120,12,PAPA,MONGUA,2013B
230,230,3450,15,PAPA,JENESANO,2013B
230,190,3800,20,PAPA,SAN MIGUEL DE SEMA,2013B
200,200,4000,20,PAPA,BOYACA,2013B
200,200,2400,12,PAPA,EL COCUY,2013B
200,200,2800,14,PAPA,NUEVO COLON,2013B
200,180,1890,10.5,PAPA,OICATA,2013B
194,166,3721,22.48,PAPA,CHIVATA,2013B
160,160,1280,8,PAPA,TUTA,2013B
158,150,3750,25,PAPA,AQUITANIA,2013B
150,150,3750,25,PAPA,TIBANA,2013B
150,140,2100,15,PAPA,TURMEQUE,2013B
120,120,1440,12,PAPA,CALDAS,2013B
120,115,2875,25,PAPA,FIRAVITOBA,2013B
100,90,1450,16.11,PAPA,CHIQUINQUIRA,2013B
100,95,1140,12,PAPA,CHITA,2013B
100,90,1800,20,PAPA,RAMIRIQUI,2013B
100,95,1140,12,PAPA,SOCHA,2013B
100,100,1300,13,PAPA,TASCO,2013B
94,94,1862,19.78,PAPA,MONGUI,2013B
90,85,893,10.5,PAPA,LA UVITA,2013B
90,90,1350,15,PAPA,PAIPA,2013B
80,80,960,12,PAPA,VILLA DE LEYVA,2013B
73,73,1825,25,PAPA,SORA,2013B
70,70,700,10,PAPA,JERICO,2013B
70,70,1190,17,PAPA,SATIVANORTE,2013B
50,50,850,17,PAPA,PESCA,2013B
50,50,750,15,PAPA,TOTA,2013B
40,40,800,20,PAPA,TIBASOSA,2013B
35,35,368,10.5,PAPA,CUITIVA,2013B
35,30,240,8,PAPA,PANQUEBA,2013B
35,34,510,15,PAPA,SANTA ROSA DE VITERBO,2013B
30,6,96,16,PAPA,BUENAVISTA,2013B
30,30,600,20,PAPA,CHISCAS,2013B
30,27,162,6,PAPA,GUACAMAYAS,2013B
25,25,300,12,PAPA,TINJACA,2013B
20,20,300,15,PAPA,DUITAMA,2013B
17,17,289,17,PAPA,IZA,2013B
12,10,150,15,PAPA,CERINZA,2013B
12,11,66,6,PAPA,SATIVASUR,2013B
10,8,64,8,PAPA,EL ESPINO,2013B
10,10,120,12,PAPA,GACHANTIVA,2013B
10,10,130,13,PAPA,GARAGOA,2013B
10,8,80,10,PAPA,PACHAVITA,2013B
7,3,45,15,PAPA,NOBSA,2013B
7,7,56,8,PAPA,SOMONDOCO,2013B
6,6,60,10,PAPA,BETEITIVA,2013B
6,6,60,10,PAPA,SOATA,2013B
5,4,24,6,PAPA,LABRANZAGRANDE,2013B
3,3,26,8.5,PAPA,CORRALES,2013B
3200,3200,64000,20,PAPA,TUNJA,2014A
2500,2000,24000,12,PAPA,SIACHOQUE,2014A
1500,1500,30000,20,PAPA,SABOYA,2014A
1500,1200,36000,30,PAPA,VENTAQUEMADA,2014A
1150,950,11400,12,PAPA,TOCA,2014A
1144,1144,34320,30,PAPA,SORACA,2014A
1014,1014,18252,18,PAPA,TUTAZA,2014A
950,650,13000,20,PAPA,ARCABUCO,2014A
950,850,15300,18,PAPA,BELEN,2014A
800,800,12000,15,PAPA,CHIQUIZA,2014A
800,800,8400,10.5,PAPA,RAQUIRA,2014A
640,620,11160,18,PAPA,COMBITA,2014A
630,620,17360,28,PAPA,SAMACA,2014A
550,550,7563,13.75,PAPA,MOTAVITA,2014A
500,400,4800,12,PAPA,SOGAMOSO,2014A
450,450,6750,15,PAPA,OICATA,2014A
414,414,9522,23,PAPA,PESCA,2014A
410,390,6240,16,PAPA,VIRACACHA,2014A
400,400,6000,15,PAPA,GAMEZA,2014A
400,400,6400,16,PAPA,UMBITA,2014A
399,348,8707,25,PAPA,CHIVATA,2014A
395,395,6320,16,PAPA,SOTAQUIRA,2014A
325,320,8000,25,PAPA,AQUITANIA,2014A
320,295,5900,20,PAPA,CUCAITA,2014A
300,300,3600,12,PAPA,EL COCUY,2014A
300,300,4200,14,PAPA,NUEVO COLON,2014A
300,280,5040,18,PAPA,TOTA,2014A
262,262,3144,12,PAPA,CIENEGA,2014A
250,250,6250,25,PAPA,BOYACA,2014A
250,250,6250,25,PAPA,TIBANA,2014A
200,180,2160,12,PAPA,CHITA,2014A
200,200,2000,10,PAPA,JERICO,2014A
200,180,2700,15,PAPA,SAN MIGUEL DE SEMA,2014A
194,194,2328,12,PAPA,CALDAS,2014A
180,180,2160,12,PAPA,MONGUA,2014A
175,175,2625,15,PAPA,RAMIRIQUI,2014A
170,170,2975,17.5,PAPA,FIRAVITOBA,2014A
140,130,1950,15,PAPA,TURMEQUE,2014A
110,110,3190,29,PAPA,SOCOTA,2014A
100,95,1140,12,PAPA,SOCHA,2014A
100,93,1711,18.5,PAPA,SORA,2014A
95,55,660,12,PAPA,GUICAN,2014A
90,80,640,8,PAPA,CHIQUINQUIRA,2014A
90,85,893,10.5,PAPA,LA UVITA,2014A
85,85,1360,16,PAPA,SATIVANORTE,2014A
70,50,450,9,PAPA,TUTA,2014A
65,65,1950,30,PAPA,SUSACON,2014A
60,60,720,12,PAPA,DUITAMA,2014A
60,60,1200,20,PAPA,TIBASOSA,2014A
55,50,500,10,PAPA,FLORESTA,2014A
55,55,712,12.95,PAPA,PAIPA,2014A
55,55,440,8,PAPA,TASCO,2014A
50,50,1000,20,PAPA,CHISCAS,2014A
50,48,576,12,PAPA,MONGUI,2014A
40,40,400,10,PAPA,CUITIVA,2014A
40,40,480,12,PAPA,SANTA SOFIA,2014A
40,40,628,15.75,PAPA,VILLA DE LEYVA,2014A
32,30,450,15,PAPA,SANTA ROSA DE VITERBO,2014A
30,10,130,13,PAPA,BUENAVISTA,2014A
25,25,450,18,PAPA,IZA,2014A
25,20,180,9,PAPA,PANQUEBA,2014A
25,23,322,14,PAPA,TINJACA,2014A
20,20,160,8,PAPA,EL ESPINO,2014A
20,18,135,7.5,PAPA,GACHANTIVA,2014A
20,20,180,9,PAPA,SATIVASUR,2014A
16,14,140,10,PAPA,BETEITIVA,2014A
15,13,130,10,PAPA,TOPAGA,2014A
13,13,156,12,PAPA,GARAGOA,2014A
10,8,56,7,PAPA,CORRALES,2014A
10,8,48,6,PAPA,GUACAMAYAS,2014A
10,10,150,15,PAPA,RONDON,2014A
10,9,72,8,PAPA,SOMONDOCO,2014A
8,8,54,6.8,PAPA,ALMEIDA,2014A
8,6,90,15,PAPA,CERINZA,2014A
8,7,203,29,PAPA,CHINAVITA,2014A
7,5,60,12,PAPA,PAZ DE RIO,2014A
5,4,24,6,PAPA,LABRANZAGRANDE,2014A
5,5,50,10,PAPA,NOBSA,2014A
4,2,17,10,PAPA,BUSBANZA,2014A
4,4,40,10,PAPA,PACHAVITA,2014A
3,3,24,8,PAPA,SOATA,2014A
3,3,23,7.5,PAPA,TIPACOQUE,2014A
1,1,12,12,PAPA,PAJARITO,2014A
3000,2500,62500,25,PAPA,VENTAQUEMADA,2014B
2100,2000,24000,12,PAPA,SIACHOQUE,2014B
1700,1600,32000,20,PAPA,TUNJA,2014B
1180,1180,23600,20,PAPA,SABOYA,2014B
1167,1167,35010,30,PAPA,SORACA,2014B
1100,1090,10900,10,PAPA,TOCA,2014B
1000,900,18000,20,PAPA,ARCABUCO,2014B
900,900,13500,15,PAPA,BELEN,2014B
850,850,13600,16,PAPA,UMBITA,2014B
750,750,22500,30,PAPA,CHIQUIZA,2014B
705,705,16744,23.75,PAPA,TUTAZA,2014B
600,600,6300,10.5,PAPA,RAQUIRA,2014B
600,600,18000,30,PAPA,SAMACA,2014B
400,400,4800,12,PAPA,SOGAMOSO,2014B
390,380,6460,17,PAPA,VIRACACHA,2014B
370,370,5550,15,PAPA,GAMEZA,2014B
365,365,5840,16,PAPA,SOTAQUIRA,2014B
350,350,6300,18,PAPA,COMBITA,2014B
350,350,5250,15,PAPA,CUCAITA,2014B
300,300,3750,12.5,PAPA,MOTAVITA,2014B
290,280,3360,12,PAPA,MONGUA,2014B
256,256,3072,12,PAPA,CIENEGA,2014B
230,230,4600,20,PAPA,SAN MIGUEL DE SEMA,2014B
200,200,5000,25,PAPA,BOYACA,2014B
200,200,2400,12,PAPA,EL COCUY,2014B
200,200,3000,15,PAPA,JENESANO,2014B
200,200,2800,14,PAPA,NUEVO COLON,2014B
200,180,1890,10.5,PAPA,OICATA,2014B
194,166,3721,22.48,PAPA,CHIVATA,2014B
180,170,3825,22.5,PAPA,FIRAVITOBA,2014B
160,140,3500,25,PAPA,AQUITANIA,2014B
150,150,2220,14.8,PAPA,PESCA,2014B
150,140,2100,15,PAPA,TURMEQUE,2014B
141,141,2115,15,PAPA,RAMIRIQUI,2014B
100,100,800,8,PAPA,CHIQUINQUIRA,2014B
100,98,1176,12,PAPA,CHITA,2014B
100,95,1425,15,PAPA,TOTA,2014B
100,70,630,9,PAPA,TUTA,2014B
95,90,990,11,PAPA,CALDAS,2014B
90,90,1343,15,PAPA,TIBANA,2014B
70,70,700,10,PAPA,JERICO,2014B
70,70,840,12,PAPA,SOCHA,2014B
65,43,452,10.5,PAPA,LA UVITA,2014B
65,65,1105,17,PAPA,SATIVANORTE,2014B
60,60,1200,20,PAPA,TIBASOSA,2014B
55,55,712,12.95,PAPA,PAIPA,2014B
55,55,440,8,PAPA,TASCO,2014B
50,40,400,10,PAPA,GUICAN,2014B
50,49,539,11,PAPA,MONGUI,2014B
50,43,638,15,PAPA,SORA,2014B
35,25,325,13,PAPA,BUENAVISTA,2014B
30,30,600,20,PAPA,CHISCAS,2014B
30,30,300,10,PAPA,CUITIVA,2014B
30,25,225,9,PAPA,PANQUEBA,2014B
30,28,420,15,PAPA,SANTA ROSA DE VITERBO,2014B
25,25,350,14,PAPA,TINJACA,2014B
20,20,240,12,PAPA,DUITAMA,2014B
20,18,108,6,PAPA,GUACAMAYAS,2014B
16,16,243,15,PAPA,VILLA DE LEYVA,2014B
15,12,96,8,PAPA,GACHANTIVA,2014B
15,15,240,16,PAPA,IZA,2014B
